ID	ZT0_REP1	ZT0_REP2	ZT0_REP3	ZT4_REP1	ZT4_REP2	ZT4_REP3	ZT8_REP1	ZT8_REP2	ZT8_REP3	ZT12_REP1	ZT12_REP2	ZT12_REP3	ZT16_REP1	ZT16_REP2	ZT16_REP3	ZT20_REP1	ZT20_REP2	ZT20_REP3	GroundTruth
Tmem186	2.8098	2.74039	2.80015	2.72217	2.74067	2.73681	2.73006	2.80244	2.7701	2.7788	2.76003	2.75956	2.706	2.74447	2.78893	2.69143	2.72164	2.73106	0
Carhsp1	3.1567	3.12182	3.13042	3.13732	3.21343	3.1243	3.1367	3.12523	3.13011	3.0623	3.14425	3.13507	3.10568	3.0723	3.09839	3.13325	3.11676	3.1325	0
Usp7	3.15559	3.16063	3.13399	3.14344	3.14738	3.13642	3.10777	3.10549	3.10739	3.11748	3.1441	3.15337	3.11517	3.11824	3.13981	3.12737	3.18217	3.11723	0
Rpl35a_dup1	3.55255	3.56114	3.5599	3.54397	3.56925	3.5415	3.54836	3.56326	3.55534	3.54589	3.55383	3.55178	3.54392	3.55189	3.54619	3.55736	3.5664	3.54207	0
Grin2a	2.17862	2.2232	2.27733	2.22737	2.2279	2.24234	2.22087	2.21041	2.19619	2.14568	2.21897	2.21433	2.13266	2.23592	2.35179	2.20743	2.22305	2.2956	0
Emp2	2.95962	3.11796	3.01562	3.16189	2.96878	3.10642	3.16749	3.22947	3.17705	3.14518	3.01995	2.93365	3.12753	3.08372	2.90698	3.11658	2.86469	2.87713	0
Tekt5	2.36322	2.26775	2.27429	2.47662	2.30411	2.44105	2.43821	2.32378	2.6332	2.45411	2.42606	2.30131	2.49328	2.47019	2.41923	2.3355	2.32434	2.37057	0
Fam18a	1.94789	2.14274	2.2239	1.93456	2.0451	2.10503	1.99996	2.13435	1.94595	2.19729	1.96796	2.01432	2.11885	2.12948	2.21309	1.98241	1.99946	2.15077	0
Dexi	3.20618	3.18943	3.14911	3.1755	3.15568	3.17512	3.14334	3.10508	3.12988	3.14285	3.20366	3.15925	3.23755	3.2047	3.2189	3.19727	3.20076	3.2034	0
Socs1	2.58165	2.65609	2.51207	2.61897	2.5346	2.62436	2.64321	2.66074	2.64761	2.66741	2.57708	2.58778	2.63574	2.66017	2.59255	2.66958	2.54595	2.62824	0
Tnp2	2.13135	2.01127	1.72414	2.09796	1.85886	1.96343	2.00306	1.94817	1.85968	1.91443	1.95556	1.95446	1.96055	1.93064	1.96032	1.93331	1.992	2.09319	0
Prm3	2.46295	2.39667	2.43323	2.4906	2.45611	2.3987	2.41134	2.46439	2.39303	2.40278	2.52076	2.48376	2.45953	2.40883	2.4313	2.47586	2.53038	2.5219	0
Prm2	2.60229	2.50536	2.58586	2.54969	2.55066	2.54098	2.49	2.60766	2.56484	2.55413	2.58656	2.53711	2.57089	2.53258	2.66212	2.62279	2.57691	2.60174	0
Prm1	2.30191	2.27995	2.28303	2.30821	2.3111	2.14669	2.29317	2.34068	2.2942	2.26225	2.33785	2.32197	2.31284	2.25415	2.27792	2.22108	2.33595	2.38236	0
Litaf	2.74904	2.85892	2.78854	2.82983	2.76601	2.86356	2.80008	2.81751	2.81031	2.79735	2.7989	2.7505	2.83696	2.84637	2.78902	2.8501	2.80608	2.84599	0
Txndc11	3.05229	3.05224	2.94232	3.07546	2.99458	3.04617	3.03999	3.07777	3.01659	3.02152	3.09494	3.04645	3.05352	3.09085	3.02891	2.95398	3.02907	2.99804	0
Zc3h7a	2.83889	2.94051	2.8145	2.89651	2.81156	2.90777	2.89019	2.91934	2.89534	2.91581	2.8844	2.81738	2.87861	2.93994	2.83654	2.80135	2.80114	2.85277	0
Rsl1d1	3.16332	3.19009	3.15975	3.20802	3.13605	3.1548	3.13792	3.18764	3.15987	3.17858	3.18839	3.20277	3.16213	3.19387	3.14547	3.13375	3.16367	3.0987	0
Gspt1	3.16084	3.14997	3.11916	3.15213	3.17596	3.1494	3.142	3.14074	3.13427	3.13646	3.16072	3.16491	3.14657	3.17891	3.13114	3.13362	3.15014	3.14587	0
Mir1945	2.68046	2.61738	2.68581	2.69458	2.57282	2.57181	2.71606	2.69147	2.69382	2.53552	2.68792	2.63541	2.75468	2.61405	2.65057	2.68006	2.76693	2.85223	0
Cpped1	3.1476	3.12718	3.14887	3.09989	3.14888	3.13561	3.10726	3.1246	3.14603	3.10633	3.13835	3.14267	3.11797	3.10235	3.14482	3.10773	3.14679	3.12879	0
Gm6327	2.17507	1.91913	2.0065	2.02715	2.06451	1.94129	2.17343	2.09142	2.10355	2.01573	2.0797	2.09764	2.07497	1.97662	2.19248	2.08859	2.04758	2.09364	0
Mkl2_dup1	2.32614	2.29529	2.32875	2.31468	2.29324	2.34787	2.19018	2.2648	2.28221	2.27867	2.17572	2.27008	2.32861	2.34756	2.36874	2.21143	2.38094	2.28113	0
2310015D24Rik	2.10121	2.05901	2.05825	2.05142	2.05371	2.09019	2.13594	2.02478	1.98131	1.98296	2.01966	2.05858	2.04007	2.04463	2.14964	2.02554	2.02785	2.18098	0
Parn	3.06641	3.09435	3.09243	3.10725	3.10226	3.09258	3.0688	3.11302	3.08327	3.04797	3.03736	3.05448	3.03084	3.07942	3.03978	3.02951	3.05361	3.07421	0
Pla2g10	2.41445	2.30796	2.34899	2.41311	2.2745	2.37831	2.36842	2.35212	2.37063	2.36665	2.38489	2.50487	2.37093	2.31898	2.42722	2.37569	2.38484	2.45855	0
Pdxdc1	3.22251	3.24015	3.23535	3.24459	3.24821	3.23311	3.24415	3.26714	3.24466	3.2322	3.24171	3.24028	3.2251	3.23866	3.24813	3.21228	3.22988	3.2415	0
Ifitm7_dup1	2.4842	2.35092	2.02584	2.26846	1.8632	2.32306	2.30283	2.27789	2.40018	2.455	2.05607	2.26655	2.33429	2.27572	1.98908	2.22526	2.3492	2.34363	0
LOC100504755	2.70401	2.63699	2.54974	2.66792	2.59941	2.54661	2.63276	2.68192	2.61063	2.71999	2.65668	2.73139	2.65979	2.63346	2.67674	2.7254	2.6398	2.65189	0
Marf1	3.29337	3.30633	3.29923	3.3059	3.28801	3.27908	3.27885	3.29597	3.26567	3.24378	3.28108	3.28381	3.29333	3.26568	3.29723	3.31421	3.28312	3.29476	0
Myh11	2.62318	2.64445	2.65154	2.62158	2.57951	2.68975	2.62947	2.75303	2.59616	2.60004	2.62346	2.63211	2.61196	2.54951	2.68299	2.59156	2.6601	2.66419	0
0610037P05Rik	3.02442	2.99378	2.99728	2.99009	2.9975	3.00929	2.99467	2.98299	3.00559	2.99966	3.0012	2.9869	2.98808	3.00256	3.00314	3.00394	3.01168	3.00966	0
Ube2v2	2.56139	2.61975	2.55417	2.57379	2.57946	2.60903	2.56232	2.5785	2.4659	2.67493	2.56062	2.57127	2.548	2.61174	2.63005	2.5101	2.54129	2.50218	0
Mcm4	2.77286	2.8842	2.73567	2.83272	2.7213	2.95355	2.92552	2.72199	3.10778	3.15197	2.74156	2.78123	2.91914	2.90988	2.76549	2.8428	2.79923	2.86711	0
Mzt2	2.77018	2.73721	2.79831	2.70348	2.80175	2.73744	2.69434	2.69465	2.65015	2.54365	2.71445	2.73726	2.63134	2.62544	2.69987	2.71239	2.72715	2.70614	0
2310008H04Rik	2.72485	2.82477	2.77866	2.78406	2.75417	2.77469	2.72606	2.70118	2.7641	2.77886	2.69377	2.70971	2.75167	2.78919	2.73246	2.7513	2.72382	2.73974	0
Dnm1l	3.3307	3.34888	3.29827	3.32639	3.29824	3.34249	3.29262	3.26672	3.30341	3.31679	3.31425	3.29793	3.35771	3.36096	3.31176	3.30698	3.33194	3.31528	0
Fgd4	2.90379	2.90281	2.91806	2.8145	2.91007	2.89422	2.83573	2.82499	2.79295	2.80598	2.83501	2.7719	2.81837	2.83929	2.8678	2.89442	2.87151	2.91728	0
Olfr19	1.43107	1.45002	1.3714	1.12351	1.38998	1.22971	1.22442	1.37854	1.15598	1.33543	1.3625	1.15378	1.27403	1.27046	1.37651	1.38331	1.18956	1.12125	0
4933404G15Rik	1.73765	1.79601	1.70277	1.83128	1.80735	1.65221	1.67058	1.65625	1.6954	1.72201	1.77309	1.66622	1.67452	1.61409	1.91511	1.81025	1.7809	1.7114	0
Spag6	2.15356	2.1377	2.19029	2.19701	2.05256	2.29517	2.13347	2.17834	2.10692	2.19342	2.07405	2.27821	2.18841	2.18512	2.23925	2.29453	2.20264	2.07723	0
Igll1	2.0064	2.0041	2.00137	2.10153	2.05417	1.8282	2.01284	2.0246	2.05508	1.8657	2.03269	2.07452	2.11121	1.97908	2.08293	2.02586	1.98818	2.0857	0
Vpreb1	1.87926	1.7454	1.98021	1.81135	1.80128	1.76326	1.89228	1.83648	2.01549	1.80503	1.81249	1.73823	1.82666	1.79366	1.8065	1.9224	1.85999	2.01961	0
Ppil2	3.16711	3.20236	3.20476	3.19531	3.19822	3.18028	3.17885	3.18916	3.19353	3.16884	3.15045	3.16682	3.15185	3.16682	3.12739	3.15529	3.1593	3.1712	0
2610318N02Rik	2.34158	2.2354	2.19019	2.27386	2.18276	2.27265	2.26207	2.28268	2.21936	2.12007	2.20564	2.27578	2.22913	2.12848	2.21492	2.30571	2.30169	2.26782	0
Mir130b	2.16069	1.90493	2.1344	1.91799	1.92527	2.00636	2.09455	2.20463	2.05155	2.14589	2.09822	2.12535	2.00987	2.31435	2.22051	2.31652	2.07485	2.25256	0
Mir301b	2.37376	2.21929	2.48144	2.36149	2.25864	2.2419	2.39508	2.41522	2.35113	2.31203	2.32393	2.27908	2.31228	2.34286	2.37127	2.35513	2.37516	2.27045	0
Sdf2l1	3.22948	3.27933	3.21302	3.28511	3.23234	3.28601	3.19061	3.17764	3.20094	3.21541	3.14963	3.07198	3.3929	3.38744	3.29848	3.1802	3.25755	3.36708	0
Ccdc116_dup1	2.51654	2.44153	2.51526	2.39179	2.49999	2.50571	2.47014	2.4355	2.49675	2.47553	2.55182	2.51514	2.52062	2.49641	2.58929	2.64458	2.53023	2.52261	0
Ube2l3_dup1	3.13927	3.13584	3.14789	3.13798	3.12994	3.14517	3.13192	3.12754	3.15508	3.08291	3.13913	3.14808	3.15902	3.12323	3.14013	3.11331	3.15006	3.14936	0
Hic2_dup1	2.41682	2.31952	2.34077	2.37621	2.3431	2.39221	2.42534	2.32638	2.29675	2.40303	2.3974	2.36928	2.39991	2.36969	2.48731	2.36595	2.42678	2.56218	0
Pi4ka	3.12216	3.13044	3.14603	3.12094	3.10816	3.05877	3.06722	3.14865	3.05564	3.08357	3.13351	3.12822	3.06793	3.08324	3.1272	3.13326	3.12392	3.10846	0
Thap7	2.89089	2.87199	2.93062	2.92405	2.89283	2.8903	2.88305	2.93542	2.88119	2.84102	2.90173	2.90621	2.89234	2.88297	2.90834	2.8969	2.88535	2.91554	0
4930451C15Rik	2.24371	2.11833	2.08354	2.14025	2.18231	2.12677	2.11292	2.09461	2.00255	2.19346	2.10133	2.1675	2.18334	2.11675	2.24526	2.25609	2.11307	2.1644	0
Slc7a4	2.48243	2.36684	2.41137	2.36667	2.47069	2.52788	2.47254	2.46105	2.4968	2.46219	2.48641	2.39916	2.4969	2.45825	2.43638	2.34665	2.39011	2.45829	0
Med15	2.96907	3.00218	2.98582	3.00441	2.98285	3.06543	3.05682	2.98071	3.04876	3.03485	2.95249	2.95104	3.01924	3.02758	2.96473	2.97397	2.94262	2.96096	0
Car15	2.38715	2.38693	2.3675	2.38349	2.39928	2.33353	2.30613	2.38015	2.3439	2.34459	2.34253	2.3944	2.43302	2.39877	2.44991	2.35176	2.37844	2.45227	0
Dgcr2	3.22914	3.2085	3.23269	3.23056	3.24119	3.20303	3.2076	3.21216	3.19354	3.14802	3.2026	3.21456	3.18718	3.18864	3.21033	3.21096	3.21418	3.22356	0
Dgcr14	2.87897	2.94558	2.9223	2.91052	2.91322	2.87873	2.90671	2.89237	2.90113	2.88638	2.8668	2.89628	2.84457	2.84942	2.89779	2.8955	2.8774	2.89226	0
Gsc2	2.43714	2.31899	2.40118	2.39577	2.40089	2.26884	2.38466	2.41395	2.37742	2.29755	2.42831	2.43227	2.4137	2.30587	2.40215	2.39441	2.38665	2.3925	0
Slc25a1	3.53717	3.51482	3.53195	3.51585	3.53181	3.52169	3.52155	3.51572	3.51713	3.49986	3.52455	3.52794	3.51862	3.50927	3.52693	3.51537	3.53627	3.51741	0
Prodh	3.38113	3.3092	3.35485	3.30739	3.38364	3.33082	3.34059	3.32803	3.33099	3.32819	3.40841	3.39558	3.33869	3.32582	3.37645	3.32932	3.35916	3.33928	0
4933432I09Rik	1.96553	1.98196	1.84593	1.85645	1.77776	1.86027	1.96602	1.9645	1.86891	1.91597	1.97341	2.03315	1.97158	2.00484	2.02453	2.0184	2.03992	2.03892	0
Zdhhc8	2.68538	2.74569	2.73558	2.7538	2.7157	2.68404	2.73158	2.7386	2.77565	2.77605	2.72268	2.70613	2.70794	2.7752	2.67282	2.75979	2.69355	2.74696	0
Ranbp1	2.84685	2.87233	2.77755	2.86061	2.81043	2.87942	2.83708	2.83864	2.85034	2.86377	2.81186	2.81185	2.87722	2.8875	2.82448	2.83407	2.81046	2.79611	0
Dgcr8	2.73595	2.76812	2.77056	2.7683	2.74637	2.77041	2.70331	2.72791	2.72535	2.73092	2.711	2.72104	2.71916	2.71575	2.71964	2.72992	2.71628	2.72972	0
D16H22S680E	3.22286	3.18809	3.22026	3.17276	3.23331	3.22755	3.19222	3.19126	3.20889	3.18546	3.26801	3.23391	3.22778	3.22585	3.25646	3.1557	3.2253	3.2244	0
Mir185	2.94564	2.93756	2.93444	2.94143	2.95208	2.91788	2.96468	2.98619	2.8853	2.98075	2.97205	2.97612	2.96579	2.90879	2.97318	2.97202	2.9497	2.97905	0
Comt	3.48749	3.47252	3.52045	3.48108	3.50508	3.46495	3.48312	3.47136	3.48068	3.45705	3.48523	3.48839	3.48153	3.4741	3.50172	3.48511	3.4996	3.5439	0
Tbx1	2.56236	2.5125	2.58477	2.59777	2.57143	2.47798	2.67542	2.54047	2.58462	2.58147	2.60289	2.61354	2.63709	2.52613	2.62337	2.58796	2.61267	2.60495	0
Gp1bb	2.36572	2.49602	2.3704	2.43985	2.32008	2.40568	2.27863	2.39339	2.3876	2.33451	2.36195	2.34757	2.42272	2.41066	2.35042	2.42759	2.46204	2.47754	0
Cdc45	2.42386	2.46391	2.40213	2.39988	2.4645	2.41268	2.47007	2.38076	2.59089	2.54081	2.44699	2.3745	2.41802	2.46905	2.42698	2.49116	2.41723	2.47393	0
Mrpl40	2.86572	2.82424	2.88017	2.83694	2.86008	2.84528	2.84615	2.86544	2.87446	2.80393	2.87046	2.85032	2.86028	2.82699	2.89736	2.85411	2.85755	2.88261	0
Iglv1	2.22914	2.30717	2.22459	2.13087	2.1002	2.23908	2.53379	1.91927	2.18153	2.95737	2.0469	2.12522	2.35627	2.54821	2.22513	2.13494	2.17934	2.27191	0
Olfr164	0.99641	1.09151	1.10875	1.0806	1.20788	0.90521	1.16053	1.06512	1.02444	1.143	1.13222	1.05463	1.22933	1.0508	0.88692	1.07262	1.11263	1.1695	0
Olfr165	1.09824	1.14694	1.31367	1.26991	1.17325	1.15107	0.91932	0.91336	1.13968	1.32484	1.12785	1.12172	1.10122	1.19543	1.20502	1.14845	1.04842	1.01884	0
Olfr167	1.16485	1.349	1.44259	1.19254	1.45466	1.17136	1.16291	1.10137	1.24996	1.38795	1.39005	1.33561	1.21264	1.28758	1.38129	1.59415	1.25499	1.4367	0
Olfr168	1.69646	1.52197	1.26715	1.18794	1.28268	1.27446	1.18492	1.26339	1.31163	1.33476	1.71286	1.72884	1.76232	1.44553	1.59738	1.61263	1.71846	1.44469	0
Olfr169	1.78028	1.52813	1.52803	1.39073	1.63088	1.10077	0.95016	1.33204	1.4622	1.34743	1.50512	1.43768	1.42238	1.33953	1.3285	1.48897	1.60978	1.5633	0
Olfr170	0.99438	0.76471	0.80969	0.95816	0.85158	0.86036	0.86936	0.90578	0.83273	0.96651	1.13378	0.92972	0.96818	0.91598	0.96886	0.84103	1.00925	0.9026	0
Olfr171	0.50253	0.94053	1.30616	0.57045	0.8245	0.93292	0.64777	0.84735	0.96683	0.44744	0.65151	0.56514	0.70762	0.86935	0.59878	0.73115	0.5179	1.01979	0
Lamp3	1.95211	1.84893	2.06437	1.89631	1.98929	1.97402	1.951	2.00008	1.89692	2.05312	1.88869	2.11009	2.07817	1.97655	1.99576	2.06098	2.01601	1.87893	0
A930003A15Rik	1.78056	1.8842	1.94623	1.91575	1.83519	1.95505	1.89071	1.9745	1.88211	1.93321	1.84399	2.02976	1.99487	1.96731	2.04588	2.12566	2.14336	2.01786	0
Klhl6	2.4895	2.65651	2.63963	2.65698	2.57458	2.66701	2.69196	2.65281	2.63925	2.79805	2.54662	2.57286	2.66093	2.75225	2.60774	2.6328	2.50938	2.47966	0
Map6d1	2.24722	2.28428	2.2697	2.2589	2.29362	2.24405	2.22263	2.20491	2.24797	2.23476	2.2488	2.28295	2.37713	2.29018	2.32826	2.21301	2.29986	2.25791	0
Parl	3.06434	3.04243	3.06038	3.06476	3.07241	3.05015	3.03247	3.04775	3.05355	3.03593	3.03547	3.07079	3.01723	3.05189	3.04944	3.00802	3.02727	3.02635	0
Cyp2ab1	1.93251	1.89314	1.94621	2.02416	2.01396	2.00394	2.0007	2.0184	1.92616	2.06945	2.11099	2.02381	2.06413	1.95545	2.04204	2.02085	1.94193	2.04717	0
Abcc5	2.53994	2.64914	2.53154	2.65588	2.58861	2.639	2.67718	2.62084	2.68248	2.69879	2.51593	2.48066	2.67547	2.70697	2.54522	2.63995	2.43411	2.53778	0
Gm16618	2.27394	2.34325	2.35386	2.32262	2.21415	2.2718	2.19377	2.32538	2.23264	2.2495	2.21774	2.42496	2.26205	2.33155	2.36409	2.20818	2.40401	2.33716	0
Gm15760	2.60201	2.56522	2.60606	2.57742	2.61664	2.60351	2.52131	2.47141	2.52882	2.51832	2.47969	2.46775	2.57343	2.53889	2.48256	2.56765	2.62272	2.59347	0
Alg3	3.2423	3.28156	3.27685	3.25045	3.24665	3.26559	3.28503	3.22819	3.24778	3.24597	3.2687	3.27708	3.27673	3.26409	3.25502	3.25631	3.25711	3.28664	0
Camk2n2	2.31786	2.41226	2.33329	2.49129	2.11669	2.29548	2.23154	2.35568	2.21952	2.28357	2.3586	2.18361	2.36257	2.27004	2.38988	2.42462	2.27919	2.42675	0
Clcn2	3.22781	3.14828	3.23261	3.18608	3.23396	3.15107	3.16444	3.23263	3.15588	3.05523	3.2652	3.2565	3.13505	3.11557	3.24772	3.19747	3.18448	3.21106	0
Thpo	2.91553	2.97263	2.95105	2.94978	2.93371	2.92065	2.88383	2.85437	2.81986	2.85698	2.91642	2.89512	2.93234	2.915	2.88706	2.93844	2.92959	2.97517	0
Gm6557	2.82429	2.76708	2.81995	2.80369	2.83481	2.78122	2.76154	2.8279	2.73323	2.80785	2.8402	2.82784	2.84105	2.78785	2.85744	2.85351	2.92951	2.88004	0
2310042E22Rik	2.12051	2.11789	2.23817	2.29829	2.24756	2.1754	2.19046	2.24619	2.14173	2.27794	2.21572	2.20471	2.34994	2.33062	2.30363	2.39339	2.26914	2.26487	0
A830060N17	2.52415	2.43779	2.45496	2.46065	2.48641	2.34099	2.45562	2.4448	2.34562	2.42122	2.44102	2.51218	2.4054	2.40711	2.40269	2.53079	2.51562	2.53497	0
2510009E07Rik	2.83521	2.91542	2.87269	2.93007	2.88229	2.97394	2.94985	2.91157	2.97812	2.96443	2.85924	2.8224	2.98475	3.00963	2.89908	2.91549	2.85797	2.90457	0
Ehhadh	3.42862	3.39133	3.43474	3.38143	3.39903	3.42297	3.35901	3.32962	3.38363	3.37762	3.39986	3.40464	3.37278	3.36887	3.35606	3.39259	3.40259	3.36102	0
Map3k13_dup1	1.70771	1.5489	1.8616	1.66748	1.9288	1.98963	1.76546	1.69645	1.9308	1.83101	1.87567	1.78046	1.92224	1.95403	1.69327	1.69968	1.85226	1.85226	0
Tmem41a	3.0855	3.11633	3.11434	3.1306	3.11343	3.04445	3.10741	3.15266	3.10519	3.0805	3.12591	3.12804	3.05452	3.08774	3.15555	3.10711	3.06528	3.13103	0
Liph	1.82586	1.84612	1.66811	1.77881	1.7388	1.69758	1.85927	1.82456	1.78033	1.93302	1.88899	1.72545	1.79089	1.79898	1.88678	1.76731	1.77353	1.75582	0
Igf2bp2	2.36169	2.41754	2.55023	2.47736	2.5326	2.51962	2.51059	2.4115	2.55383	2.42782	2.38062	2.46389	2.48638	2.6156	2.46663	2.48556	2.39847	2.51571	0
Tra2b	3.02694	3.05706	2.99595	3.06025	3.00174	3.04119	3.01824	3.04669	3.04072	3.09324	3.01254	3.0529	3.02967	3.05601	3.0387	3.00827	3.02061	3.01487	0
Etv5	2.30768	2.44934	2.41615	2.43163	2.44466	2.48097	2.46714	2.44832	2.57232	2.57636	2.36545	2.21452	2.5525	2.59536	2.34867	2.40436	2.26805	2.36199	0
Dgkg	1.94206	2.13861	2.11299	2.06108	2.11234	2.09683	2.12403	2.15176	2.17906	2.09658	2.11161	2.11587	2.14152	2.05863	2.18844	2.12326	2.14912	1.99641	0
Crygs	2.26639	2.24005	2.23513	2.22001	2.35569	2.16799	2.32459	2.30838	2.29204	2.31274	2.25066	2.40206	2.29096	2.23195	2.34033	2.3106	2.30835	2.2877	0
Tbccd1	3.21389	3.16946	3.18567	3.19659	3.20538	3.16567	3.14683	3.1799	3.14703	3.10695	3.16854	3.15938	3.22678	3.21416	3.19984	3.15829	3.19162	3.19785	0
Kng2	3.47368	3.49988	3.49787	3.50888	3.52313	3.48416	3.48235	3.54059	3.49169	3.47446	3.47859	3.46753	3.46175	3.46926	3.48972	3.49299	3.44293	3.49947	0
Rfc4	2.70686	2.71141	2.74824	2.6505	2.69421	2.77276	2.69679	2.62078	2.83431	2.91831	2.63845	2.61413	2.68319	2.72275	2.63936	2.67745	2.67346	2.68847	0
St6gal1_dup1	2.27645	2.20104	2.22628	2.21559	2.33704	2.19409	2.12541	2.19414	2.18079	2.11379	2.27094	2.20009	2.18681	2.10229	2.27433	2.13705	2.19021	2.23657	0
Masp1	3.4708	3.44503	3.45378	3.45727	3.48818	3.45872	3.4579	3.44493	3.46859	3.43477	3.47956	3.4773	3.4414	3.43363	3.4564	3.45331	3.4629	3.46953	0
Sst	2.49342	2.48027	2.47409	2.51372	2.52528	2.49878	2.49602	2.54254	2.492	2.4997	2.53211	2.51858	2.54656	2.50493	2.52019	2.56425	2.52481	2.52045	0
Rtp2	2.21181	2.18803	2.07301	2.18349	2.21893	2.16905	2.1563	2.27098	2.13868	2.18417	2.22628	2.11899	2.23546	2.17757	2.23119	2.28498	2.25077	2.21618	0
Bcl6	3.29217	3.01611	3.01391	3.19439	3.15386	3.29504	3.25998	3.07007	3.14619	2.93966	3.0353	2.77646	2.85209	2.90597	2.77363	2.99033	3.17423	3.17191	0
Lpp_dup1	2.71104	2.65352	2.77813	2.62785	2.67508	2.66136	2.61961	2.60932	2.59911	2.5024	2.67662	2.65232	2.54991	2.58039	2.67885	2.60595	2.71181	2.74685	0
Lpp_dup2	0.91967	0.99825	1.09325	1.03065	0.80644	1.22987	1.1609	1.28819	1.26434	0.99892	0.95355	0.86327	1.16638	0.97364	1.11219	1.10583	1.03376	1.10902	0
Leprel1	2.50398	2.59305	2.53507	2.54611	2.50216	2.53225	2.53874	2.49336	2.59678	2.62969	2.52149	2.44541	2.58882	2.63668	2.59326	2.57062	2.56536	2.47678	0
Cldn1	3.47509	3.5002	3.51921	3.48915	3.46252	3.44675	3.34803	3.37727	3.32825	3.32414	3.31076	3.3066	3.43986	3.41264	3.45144	3.49233	3.47117	3.46212	0
Tmem207	1.59052	1.40259	1.63805	1.45126	1.55713	1.42037	1.60444	1.434	1.45751	1.66608	1.51543	1.58996	1.61355	1.55405	1.52026	1.72342	1.53304	1.52351	0
Il1rap_dup2	3.28934	3.25473	3.26469	3.21197	3.29041	3.22403	3.22792	3.21306	3.1683	3.13647	3.28031	3.30363	3.10209	3.13269	3.21906	3.20518	3.27928	3.22725	0
Gm606	2.16301	2.16494	2.0746	2.19836	2.14268	2.16396	2.10507	2.16192	2.09088	2.23098	2.1099	2.19985	2.16669	2.16206	2.18776	2.19869	2.15993	2.21343	0
Uts2d	1.76594	1.70333	1.82962	1.67626	1.70378	1.69649	1.5873	1.65847	1.59392	1.68848	1.58905	1.63332	1.71366	1.50407	1.73067	1.63642	1.75521	1.65429	0
Fgf12	2.10506	2.23121	2.22813	2.19571	2.21752	2.20319	2.27987	2.16997	2.24572	2.27764	2.29327	2.20746	2.3089	2.25099	2.22381	2.23163	2.24921	2.1446	0
Mir690	1.29584	1.45695	1.20548	1.2806	1.49725	1.29242	1.29707	1.2466	1.41756	1.21468	1.35139	1.35316	1.25674	1.31943	1.23978	1.30333	1.29621	1.22269	0
1600021P15Rik	3.03248	3.04334	3.02345	3.05776	3.02256	3.03828	3.00906	2.96027	3.04468	2.97173	3.04619	3.05618	3.04597	3.04005	3.04547	3.03153	3.04254	3.0575	0
Atp13a5	2.18088	2.13207	2.11053	2.11915	2.20169	2.14794	2.03814	2.19975	2.10429	2.15376	2.06822	2.16257	2.20428	2.13771	2.22848	2.10339	2.12339	2.19543	0
Atp13a4	2.19438	2.15916	2.12779	2.07792	2.14461	2.12637	2.19942	2.06665	1.99656	2.06121	2.19335	2.1977	2.07895	2.14299	2.09793	2.24506	2.20918	2.15681	0
Gm1968	2.2637	2.22146	2.15831	2.35191	2.16501	2.23842	2.25524	2.31613	2.24566	2.25434	2.18717	2.24217	2.21921	2.25274	2.32953	2.37607	2.2648	2.21426	0
9030404E10Rik	2.10134	2.12408	2.0724	2.08353	2.12146	2.09506	2.07736	2.0396	2.17527	2.147	2.24105	2.22535	2.161	2.01047	2.16341	2.10043	2.07978	2.10686	0
Cpn2	3.3873	3.40953	3.40447	3.41763	3.41873	3.38981	3.37982	3.40663	3.36476	3.33181	3.42041	3.40175	3.3663	3.36927	3.4062	3.40727	3.4048	3.4265	0
Lrrc15	2.22455	2.21579	2.2526	2.1895	2.19868	2.24225	2.21621	2.28389	2.12045	2.12057	2.23687	2.20916	2.14136	2.22237	2.23502	2.17555	2.24145	2.21727	0
Gp5	2.41097	2.41743	2.28206	2.27676	2.28607	2.22146	2.31644	2.26458	2.28492	2.37381	2.38708	2.3164	2.31961	2.19258	2.42121	2.50109	2.34073	2.36905	0
Atp13a3	3.3609	3.36335	3.38204	3.35149	3.36914	3.31957	3.3211	3.3368	3.29603	3.29195	3.36413	3.37269	3.29838	3.31872	3.38077	3.35306	3.38172	3.35555	0
Tmem44	2.57369	2.45305	2.50994	2.60916	2.5217	2.57543	2.56964	2.56895	2.50628	2.53658	2.5361	2.50712	2.55501	2.54459	2.53215	2.6186	2.59338	2.55274	0
Lsg1	2.96109	2.95684	2.92532	2.98177	2.96085	2.96555	2.92004	2.93997	2.9461	2.97344	3.01001	2.97388	2.95907	2.97915	2.93897	2.93276	2.94826	2.93229	0
AI480653	2.70784	2.70808	2.7114	2.66259	2.69718	2.67337	2.71141	2.69003	2.64638	2.7052	2.62707	2.7251	2.65714	2.65531	2.69865	2.67584	2.64051	2.71206	0
Acap2	3.10791	3.14609	3.17181	3.15768	3.14079	3.17108	3.15396	3.16339	3.16449	3.17931	3.12772	3.13888	3.10869	3.15831	3.1375	3.12851	3.1094	3.09682	0
Ppp1r2	2.77009	2.83009	2.85465	2.83049	2.84091	2.79125	2.81125	2.8021	2.7979	2.80168	2.81036	2.80163	2.78994	2.77098	2.82774	2.75185	2.76424	2.82085	0
Apod	2.22533	2.11088	2.14803	2.1089	2.08125	2.07025	2.14877	2.18233	2.05368	2.0638	2.13403	2.12362	2.0944	2.11581	2.17156	2.23999	2.05506	2.0979	0
