id	AH063	AH064	AH065	AH066
LmxM.13.0140	50	86	92	111
LmxM.13.0150	19	21	24	43
LmxM.13.0160	78	349	371	395
LmxM.13.0170	3	5	8	12
LmxM.13.0180	18	61	70	129
LmxM.13.0190	306	704	599	811
LmxM.13.0200	9	1	3	4
LmxM.13.0210	26	129	89	230
LmxM.13.0220	18	65	43	75
LmxM.13.0230	13	128	134	236
LmxM.13.0240	190	545	578	924
LmxM.13.0250	28	57	32	55
LmxM.13.0260	208	341	364	353
LmxM.13.0270	18	198	97	308
LmxM.13.0280	3045	6003	5485	6918
LmxM.13.0290partial	1	1	0	0
LmxM.13.0300	14936	30096	27388	33965
LmxM.13.0390	3057	6011	5518	6889
LmxM.13.0400	106	610	667	1280
LmxM.13.0410	7	40	36	75
LmxM.13.0420	211	350	325	386
LmxM.13.0430	91	512	455	627
LmxM.13.0440	1888	3968	3847	3218
LmxM.13.0450	6435	12632	14128	10392
LmxM.13.0460	29841	88060	65093	82476
LmxM.13.0470	42	86	68	84
LmxM.13.0480	120	224	334	233
LmxM.13.0490	94	200	226	279
LmxM.13.0500	409	4790	5472	4896
LmxM.13.0510	462	1292	1228	1694
LmxM.13.0520	101	357	693	1719
LmxM.13.0530	106	222	160	183
LmxM.13.0540	102	42	40	36
LmxM.13.0550	101	196	270	225
LmxM.13.0560	3005	5054	5524	4872
LmxM.13.0570	2273	5063	5553	5504
LmxM.13.0580	17	39	43	66
LmxM.13.0590	3	31	26	47
LmxM.13.0600	3	12	9	14
LmxM.13.0610	67	365	250	391
LmxM.13.0620	24	37	27	40
LmxM.13.0630	6	52	55	169
LmxM.13.0640	38	61	115	161
LmxM.13.0650	63	1285	1202	1616
LmxM.13.0660	63	137	155	218
LmxM.13.0670	60	111	129	137
LmxM.13.0680	1	60	113	79
LmxM.13.0690	35	80	139	150
LmxM.13.0700	182	673	556	849
LmxM.13.0710	34	78	102	83
LmxM.13.0720	31	103	108	245
LmxM.13.0730	108	261	228	614
LmxM.13.0740	0	20	17	80
LmxM.13.0750	4	2	3	8
LmxM.13.0760	210	437	459	586
LmxM.13.0770	12	65	36	73
LmxM.13.0780	134	496	526	639
LmxM.13.0790	32	98	87	168
LmxM.13.0800	25	78	81	98
LmxM.13.0810	55	99	94	175
LmxM.13.0820	9	14	30	42
LmxM.13.0830	307	742	784	1137
LmxM.13.0840	39	5	7	17
LmxM.13.0850	47	170	226	431
LmxM.13.0860	0	38	41	94
LmxM.13.0870	4073	4887	9789	6487
LmxM.13.0880	126	166	320	512
LmxM.13.0890	56	215	255	420
LmxM.13.0900	9	30	33	32
LmxM.13.0910	41	369	304	334
LmxM.13.0920	16	206	188	291
LmxM.13.0930	1	8	14	9
LmxM.13.0940	137	323	372	472
LmxM.13.0950	1	7	10	18
LmxM.13.0960	20	39	23	43
LmxM.13.0970	251	491	869	661
LmxM.13.0980	28	78	68	110
LmxM.13.0990	21	31	36	33
LmxM.13.1000	22	20	25	51
LmxM.13.1010	87	138	120	116
LmxM.13.1020	0	1	0	1
LmxM.13.1030	10	15	12	40
LmxM.13.1040	6	18	30	54
LmxM.13.1050	85	151	152	214
LmxM.13.1060	556	605	800	601
LmxM.13.1070	235	827	752	1083
LmxM.13.1080	10	8	8	16
LmxM.13.1090	5	15	29	31
LmxM.13.1100	373	548	1060	706
LmxM.13.1110	56	187	259	381
LmxM.13.1120	58	119	147	179
LmxM.13.1130	87	67	91	124
LmxM.13.1140	19	56	55	73
LmxM.13.1150	1	22	14	40
LmxM.13.1160	8	22	52	108
LmxM.13.1170	13	23	35	52
LmxM.13.1180	183	361	396	475
LmxM.13.1190	84	154	193	289
LmxM.13.1200	115	197	215	298
LmxM.13.1210	1515	3991	3039	5487
LmxM.13.1220	269	151	73	110
LmxM.13.1230	11589	19799	18732	29809
LmxM.13.1240	4	6	7	4
LmxM.13.1250	26	149	78	381
LmxM.13.1260	142	681	507	1319
LmxM.13.1270	113	102	107	215
LmxM.13.1280	53	124	108	139
LmxM.13.1290	106	166	117	166
LmxM.13.1300	7	11	31	54
LmxM.13.1310	724	2054	1229	3035
LmxM.13.1320	0	0	2	3
LmxM.13.1330	2	4	5	7
LmxM.13.1340	10	55	62	143
LmxM.13.1350	53	235	270	312
LmxM.13.1360	43	72	117	96
LmxM.13.1370	762	1351	1699	1742
LmxM.13.1380	598	1386	1380	1297
LmxM.13.1390	4	148	105	220
LmxM.13.1400	41	61	118	150
LmxM.13.1410	71	246	283	360
LmxM.13.1420	682	2094	1711	1402
LmxM.13.1430	28	65	95	133
LmxM.13.1440	16	288	242	467
LmxM.13.1450	4	5	11	15
LmxM.13.1460	36	56	73	122
LmxM.13.1470	20	84	78	189
LmxM.13.1480	29	37	63	62
LmxM.13.1490	8	20	16	21
LmxM.13.1500	7	42	84	133
LmxM.13.1510	6	20	10	24
LmxM.13.1520	81	384	364	425
LmxM.13.1530	72	151	163	150
LmxM.13.1540	2	21	43	81
LmxM.13.1550	101	300	264	321
LmxM.13.1560	152	569	605	1070
LmxM.13.1570	36	186	131	163
LmxM.13.1580	319	511	548	491
LmxM.13.1590	1114	2132	2002	1692
LmxM.13.1600	119	14	21	26
LmxM.13.1610	58	136	179	272
LmxM.13.1620	44	100	91	87
LmxM.13.1630	159	239	245	354
LmxM.13.1640	72	461	494	539
LmxM.13.1650	4907	12830	13579	12653
LmxM.13.1660	1368	1253	2416	1132
LmxM.13.1670	1500	2114	2421	2408
LmxM.13.1680	450	1097	1001	1002
LmxM.13.1690	62	136	106	116
LmxM.13.1700	153	510	365	501
LmxM.14.0010	1	4	1	3
LmxM.14.0020	264	625	383	585
LmxM.14.0030	1115	2201	2758	2823
LmxM.14.0040	31	144	90	155
LmxM.14.0050	20	31	30	58
LmxM.14.0060	1	0	0	0
LmxM.14.0070	164	435	306	325
LmxM.14.0080	36	14	32	12
LmxM.14.0090	3	7	9	8
LmxM.14.0100	254	636	697	740
LmxM.14.0110	15	1	2	2
LmxM.14.0120	19	28	28	54
LmxM.14.0130	166	118	183	132
LmxM.14.0140	76	208	188	219
LmxM.14.0150	23	206	337	304
LmxM.14.0160	411	1502	1349	2375
LmxM.14.0170	291	867	570	884
LmxM.14.0180	48	88	139	99
LmxM.14.0190	8281	10756	20406	13876
LmxM.14.0200	10	219	308	392
LmxM.14.0210	33	115	89	153
LmxM.14.0220	38	72	76	117
LmxM.14.0230	48	183	181	248
LmxM.14.0240	57	99	139	93
LmxM.14.0250	123	253	433	437
LmxM.14.0260	4	0	0	2
LmxM.14.0270	22	51	44	98
LmxM.14.0280	20	44	78	75
LmxM.14.0290	68	112	159	210
LmxM.14.0300	2	16	17	30
LmxM.14.0310	101	134	228	245
LmxM.14.0320	183	382	378	403
LmxM.14.0330	51	332	163	319
LmxM.14.0340	46	180	154	240
LmxM.14.0350	24	51	42	67
LmxM.14.0360	76	128	96	156
LmxM.14.0370	145	264	219	573
LmxM.14.0380	566	1602	1177	1550
LmxM.14.0390	40	118	104	221
LmxM.14.0391	40	98	75	141
LmxM.14.0400	35	78	68	148
LmxM.14.0405	3	4	4	9
LmxM.14.0410	145	211	403	264
LmxM.14.0420	7	221	281	477
LmxM.14.0430	23	41	58	67
LmxM.14.0440	29	60	44	75
LmxM.14.0450	106	65	96	66
LmxM.14.0460	184	177	200	212
LmxM.14.0470	44	71	61	111
LmxM.14.0480	142	331	273	330
LmxM.14.0490	1463	2625	2233	4189
LmxM.14.0500	241	509	468	809
LmxM.14.0510	56	211	104	283
LmxM.14.0520	0	2	0	0
LmxM.14.0530	692	1030	1123	1021
LmxM.14.0540	18	78	66	182
LmxM.14.0550	32	9	6	16
LmxM.14.0560	117	520	390	978
LmxM.14.0570	78	123	192	176
LmxM.14.0580	120	255	256	360
LmxM.14.0590	69	185	129	290
LmxM.14.0600	21	108	95	160
LmxM.14.0610	11	18	36	43
LmxM.14.0620	5	29	35	46
LmxM.14.0625	110	226	209	301
LmxM.14.0630	50	565	226	504
LmxM.14.0640	351	671	1144	1036
LmxM.14.0650	779	2950	3071	4143
LmxM.14.0660	213	587	720	685
LmxM.14.0665	145	468	471	629
LmxM.14.0670	1565	2487	2969	2419
LmxM.14.0680	50	803	1086	1382
LmxM.14.0685	53	809	1133	1327
LmxM.14.0690	510	1218	1123	1164
LmxM.14.0700	1869	10894	5018	13017
LmxM.14.0705	5	14	23	10
LmxM.14.0710	6	201	167	206
LmxM.14.0720	29	111	45	347
LmxM.14.0730	48	82	72	88
LmxM.14.0730a	0	1	2	1
LmxM.14.0740	45	170	187	147
LmxM.14.0750	2	18	11	44
LmxM.14.0760	188	520	388	642
LmxM.14.0770	8	54	42	64
LmxM.14.0780	13	37	71	60
LmxM.14.0790	70	252	250	471
LmxM.14.0800	246	378	474	362
LmxM.14.0810	395	1479	1386	2048
LmxM.14.0820	256	475	444	519
LmxM.14.0830	179	396	453	738
LmxM.14.0840	14	42	93	174
LmxM.14.0850	420	71	64	71
LmxM.14.0851	1895	4035	4559	5731
LmxM.14.0870	3	15	9	25
LmxM.14.0880	3	6	3	11
LmxM.14.0890	72	132	156	209
LmxM.14.0900	446	1621	1300	1719
LmxM.14.0910	26	228	287	458
LmxM.14.0920	25	330	588	1425
LmxM.14.0930	6	15	13	19
LmxM.14.0940	13	69	41	81
LmxM.14.0950	32	22	29	62
LmxM.14.0960	62	138	166	225
LmxM.14.0970	1	19	21	30
LmxM.14.0980	3	7	5	6
LmxM.14.0990	39	71	122	114
LmxM.14.1000	20	141	162	214
LmxM.14.1010	0	1	5	51
LmxM.14.1020	49	105	149	171
LmxM.14.1030	0	3	2	1
LmxM.14.1040	822	1007	1261	1353
LmxM.14.1045	1191	2085	1962	1628
LmxM.14.1050	491	953	924	876
LmxM.14.1060	116	760	992	1045
LmxM.14.1070	685	1938	1788	1734
LmxM.14.1080	9	31	26	45
LmxM.14.1090	150	225	264	216
LmxM.14.1100	105	312	288	377
LmxM.14.1110	521	4643	4367	5026
LmxM.14.1120	645	1612	1627	1604
LmxM.14.1130	12	71	91	161
LmxM.14.1140	459	1789	1594	2341
LmxM.14.1150	20	529	679	2067
LmxM.14.1155	175	260	385	355
LmxM.14.1160	9024	28081	24244	27051
LmxM.14.1170	42	71	57	83
LmxM.14.1180	22	26	59	87
LmxM.14.1190	14	31	29	53
LmxM.14.1200	29	76	85	131
LmxM.14.1210	1	6	4	6
LmxM.14.1220	53	80	69	133
LmxM.14.1230	124	405	413	722
LmxM.14.1240	78	150	238	188
LmxM.14.1250	494	1059	1149	1533
LmxM.14.1260	84	273	256	378
LmxM.14.1270	3364	4487	6837	7788
LmxM.14.1280	300	412	329	454
LmxM.14.1290	4	20	9	28
LmxM.14.1300	13	122	94	192
LmxM.14.1310	3	9	5	6
LmxM.14.1311	3	0	1	0
LmxM.14.1320	1785	4062	4750	6009
LmxM.14.1330	34	80	94	84
LmxM.14.1340	373	372	753	437
LmxM.14.1350	9	20	17	31
LmxM.14.1355	11	29	34	79
LmxM.14.1360	761	9029	2204	11416
LmxM.14.1370	501	685	1291	774
LmxM.14.1380	17	237	127	199
LmxM.14.1390	55	186	219	251
LmxM.14.1395	64	95	104	122
LmxM.14.1410	1023	1817	2147	2858
LmxM.14.1420	36	113	104	161
LmxM.14.1430	214	1478	1746	1662
LmxM.14.1440	681	1237	1648	1249
LmxM.14.1450	41	106	92	115
LmxM.14.1460	78	698	601	949
LmxM.14.1470	80	213	237	286
LmxM.14.1480	1195	1207	2558	1359
LmxM.14.1490	8	15	15	33
LmxM.15.0010	4327	1497	824	1546
LmxM.15.0020	57	217	190	249
LmxM.15.0030	27	59	86	92
LmxM.15.0040	4551	8487	11680	7891
LmxM.15.0050	177	398	393	490
LmxM.15.0060	80	310	312	577
LmxM.15.0070	63	197	156	227
LmxM.15.0080	31	36	49	97
LmxM.15.0090	115	168	220	316
LmxM.15.0100	5	14	12	15
LmxM.15.0110	10	103	104	199
LmxM.15.0120	222	538	475	615
LmxM.15.0130	13	39	33	53
LmxM.15.0140	35	87	76	147
LmxM.15.0150	49	143	89	196
LmxM.15.0160	1866	4402	4980	4754
LmxM.15.0170	26	48	87	150
LmxM.15.0180	83	21	17	30
LmxM.15.0185	37	113	85	181
LmxM.15.0190	13	48	64	87
LmxM.15.0195	15	39	56	85
LmxM.15.0200	8412	19659	22730	21981
LmxM.15.0210	73	282	192	333
LmxM.15.0220	162	493	513	486
LmxM.15.0223	463	639	878	739
LmxM.15.0225	7	24	28	62
LmxM.15.0230	10271	14203	16250	13965
LmxM.15.0240	56	104	149	124
LmxM.15.0250	114	211	278	306
LmxM.15.0260	49	158	191	282
LmxM.15.0270	1056	1899	2772	2614
LmxM.15.0275	509	715	1439	2277
LmxM.15.0281	192	988	1806	1815
LmxM.15.0290	83	225	231	351
LmxM.15.0300	114	421	309	626
LmxM.15.0310	1	9	13	24
LmxM.15.0320	32	246	220	260
LmxM.15.0330	4	24	23	55
LmxM.15.0340	41	150	131	225
LmxM.15.0350	2	8	5	12
LmxM.15.0360	0	9	9	17
LmxM.15.0370	132	381	493	753
LmxM.15.0380	144	337	437	701
LmxM.15.0390	113	319	332	309
LmxM.15.0400	6	28	22	41
LmxM.15.0410	37	85	111	164
LmxM.15.0420	7	17	27	36
LmxM.15.0430	11	35	38	60
LmxM.15.0440	58	196	137	251
LmxM.15.0490	42	92	101	162
LmxM.15.0500	1	5	14	50
LmxM.15.0510	0	0	1	0
LmxM.15.0520	7	43	33	123
LmxM.15.0530	627	2704	2110	4186
LmxM.15.0540	144	271	331	353
LmxM.15.0550	4	3	4	21
LmxM.15.0560	105	228	222	253
LmxM.15.0570	27	79	56	130
LmxM.15.0580	13	35	39	53
LmxM.15.0590	31	94	91	290
LmxM.15.0595	6	26	33	100
LmxM.15.0600	214	446	476	608
LmxM.15.0610	37	81	62	127
LmxM.15.0620	21	1	1	4
LmxM.15.0630	206	599	397	665
LmxM.15.0640	86	242	259	290
LmxM.15.0650	8	16	18	36
LmxM.15.0660	738	1208	1501	1406
LmxM.15.0670	24	43	87	106
LmxM.15.0680	22	42	111	185
LmxM.15.0690	0	0	1	1
LmxM.15.0700	43	393	301	448
LmxM.15.0710	170	521	415	765
LmxM.15.0720	2	14	18	46
LmxM.15.0730	3	14	16	22
LmxM.15.0740	69	258	421	233
LmxM.15.0750	85	441	257	455
LmxM.15.0760	54	31	34	81
LmxM.15.0770	1588	3278	3110	3298
LmxM.15.0780	135	324	303	398
LmxM.15.0800	699	1174	1401	1462
LmxM.15.0810	25	63	75	176
LmxM.15.0815	9	120	84	151
LmxM.15.0820	6	5	12	3
LmxM.15.0825	1	5	2	6
LmxM.15.0830	11	12	18	38
LmxM.15.0840	0	6	5	5
LmxM.15.0850	9	216	306	279
LmxM.15.0860	38	167	129	222
LmxM.15.0870	14	8	8	21
LmxM.15.0880	79	283	351	478
LmxM.15.0890	63	201	209	265
LmxM.15.0910	30	672	875	2191
LmxM.15.0920	19	4	4	4
LmxM.15.0930	111	320	300	344
LmxM.15.0940	104	352	355	399
LmxM.15.0950	41018	85323	96786	103020
LmxM.15.0960	29	58	70	123
LmxM.15.0970	30	130	150	302
LmxM.15.0980	85	167	141	230
LmxM.15.0990	38	595	847	1221
LmxM.15.1000	3092	10845	12884	16104
LmxM.15.1010	600	976	1002	1206
LmxM.15.1020	49	61	78	69
LmxM.15.1030	19	35	50	76
LmxM.15.1040	555	6520	6460	10595
LmxM.15.1050	683	6578	6624	11177
LmxM.15.1150	15	10	13	11
LmxM.15.1160	7	41	38	49
LmxM.15.1170	124	606	1065	1347
LmxM.15.1180	27	126	116	172
LmxM.15.1190	65	155	174	195
LmxM.15.1200	317	608	751	644
LmxM.15.1203	169	259	429	527
LmxM.15.1207	213	366	504	682
LmxM.15.1210	123	307	389	636
LmxM.15.1220	9	14	19	42
LmxM.15.1230	40	100	85	119
LmxM.15.1240	1011	3886	2346	7073
LmxM.15.1250	14	29	33	74
LmxM.15.1260	14	64	55	159
LmxM.15.1270	5	776	823	1368
LmxM.15.1280	46	143	131	258
LmxM.15.1290	503	835	1148	1499
LmxM.15.1300	41	43	38	60
LmxM.15.1310	11	37	32	53
LmxM.15.1320	561	1588	1622	1429
LmxM.15.1330	28	79	62	85
LmxM.15.1340	35	52	53	63
LmxM.15.1343	10	43	32	49
LmxM.15.1345	3	25	20	37
LmxM.15.1350	35	43	49	93
LmxM.15.1355	4	9	5	17
LmxM.15.1360	65	125	118	296
LmxM.15.1370	3	30	35	49
LmxM.15.1380	54	59	119	77
LmxM.15.1390	39	59	106	115
LmxM.15.1400	27	64	86	110
LmxM.15.1410	327	578	544	687
LmxM.15.1420	24	43	24	42
LmxM.15.1430	252	706	353	645
LmxM.15.1440	785	1201	2400	2083
LmxM.15.1450	151	289	454	587
LmxM.15.1460	20	36	43	39
LmxM.15.1465	77	139	181	231
LmxM.15.1470	2131	3994	6556	4218
LmxM.15.1480	105	491	526	638
LmxM.15.1481	244	515	806	1181
LmxM.15.1490	18	58	31	66
LmxM.15.1500	4	1	0	2
LmxM.15.1510	156	358	316	357
LmxM.15.1520	1180	2560	2820	2462
LmxM.15.1530	4	16	24	12
LmxM.15.1540	12	23	31	50
LmxM.15.1545	38	50	97	90
LmxM.15.1550	85	86	112	131
LmxM.15.1560	1239	2869	2614	2516
LmxM.15.1570	68	9	9	9
LmxM.16.0005	51	63	112	160
LmxM.16.0010	83	179	271	282
LmxM.16.0020	66	198	208	327
LmxM.16.0030	15	22	29	75
LmxM.16.0040	106	242	271	294
LmxM.16.0050	20	54	70	80
LmxM.16.0060	59	154	184	230
LmxM.16.0070	18	30	35	56
LmxM.16.0080	214	737	1007	996
LmxM.16.0090	12	114	64	113
LmxM.16.0100	12	5	6	15
LmxM.16.0110	445	588	927	1059
LmxM.16.0120	13	13	32	46
LmxM.16.0130	1	1	2	7
LmxM.16.0131	61	229	233	366
LmxM.16.0140	331	384	554	486
LmxM.16.0150	4	5	11	31
LmxM.16.0160	2	10	9	19
LmxM.16.0170	231	595	411	636
LmxM.16.0180	53	113	120	178
LmxM.16.0190	25	38	49	92
LmxM.16.0200	25	4	6	5
LmxM.16.0210	183	474	483	608
LmxM.16.0220	16	25	37	49
LmxM.16.0230	475	2046	2236	2498
LmxM.16.0240	201	412	594	655
LmxM.16.0250	74	235	193	292
LmxM.16.0260	36	68	66	87
LmxM.16.0270	2	20	20	34
LmxM.16.0280	20	12	18	58
LmxM.16.0290	21	112	183	236
LmxM.16.0300	11	17	45	62
LmxM.16.0310	57	111	160	214
LmxM.16.0320	7	47	45	60
LmxM.16.0330	0	4	5	15
LmxM.16.0340	3	15	16	24
LmxM.16.0350	19	63	48	95
LmxM.16.0360	12	134	106	134
LmxM.16.0370	16	6	13	17
LmxM.16.0380	2	13	18	23
LmxM.16.0390	32	62	59	78
LmxM.16.0400	1	5	2	5
LmxM.16.0410	1	1	1	1
LmxM.16.0420	0	1	2	2
LmxM.16.0430	2	11	34	47
LmxM.16.0441	15	47	60	82
LmxM.16.0450	984	3452	4209	4445
LmxM.16.0460	1674	3140	3345	4372
LmxM.16.0470	10	45	53	102
LmxM.16.0480	24	92	59	107
LmxM.16.0490	100	262	234	347
LmxM.16.0500	8	17	6	19
LmxM.16.0510	4	4	9	23
LmxM.16.0520	267	404	640	494
LmxM.16.0530	296	811	1012	817
LmxM.16.0540	224	174	457	426
LmxM.16.0550	550	382	808	477
LmxM.16.0560	38	142	95	173
LmxM.16.0570	2047	3922	3865	9668
LmxM.16.0575	832	1562	1981	8085
LmxM.16.0580	167	285	461	554
LmxM.16.0590	18	44	128	75
LmxM.16.0600	2088	4091	3812	9578
LmxM.16.0610	794	1510	1915	8158
LmxM.16.0620	9	14	8	28
LmxM.16.0630	3	2	4	16
LmxM.16.0640	31	48	44	70
LmxM.16.0650	26	90	70	163
LmxM.16.0660	9	30	29	89
LmxM.16.0670	23	52	52	100
LmxM.16.0680	53	137	166	215
LmxM.16.0690	57	50	147	191
LmxM.16.0700	5	100	117	149
LmxM.16.0710	11	28	40	88
LmxM.16.0720	5	20	35	27
LmxM.16.0730	6	30	33	48
LmxM.16.0740	12	58	74	145
LmxM.16.0750	38	132	119	170
LmxM.16.0760	704	852	1119	2076
LmxM.16.0770	442	3153	3124	3830
LmxM.16.0780	101	150	163	200
LmxM.16.0790	0	1	1	1
LmxM.16.0800	85	257	204	397
LmxM.16.0810	4	344	264	356
LmxM.16.0820	1	1	12	14
LmxM.16.0830	95	160	114	156
LmxM.16.0840	16	31	32	35
LmxM.16.0850	4	15	7	24
LmxM.16.0860	33	103	147	246
LmxM.16.0870	620	2839	2268	3008
LmxM.16.0880	226	361	623	428
LmxM.16.0890	78	108	272	197
LmxM.16.0890a	134	220	359	386
LmxM.16.0895	28	101	56	155
LmxM.16.0900	170	726	467	833
LmxM.16.0910	301	73	68	43
LmxM.16.0920	290	1028	633	1908
LmxM.16.0930	717	1302	1521	980
LmxM.16.0940	847	2724	2513	2163
LmxM.16.0950	986	2485	2240	2568
LmxM.16.0960	148	295	334	288
LmxM.16.0970	131	360	311	450
LmxM.16.0980	152	294	293	297
LmxM.16.0990	116	395	355	615
LmxM.16.1000	11	26	36	37
LmxM.16.1005	124	424	273	425
LmxM.16.1010	87	798	673	958
LmxM.16.1010partial	0	0	0	1
LmxM.16.1015	104	775	740	2081
LmxM.16.1020	17	208	159	233
LmxM.16.1050	9	33	50	167
LmxM.16.1060	19	135	151	219
LmxM.16.1065	181	340	497	402
LmxM.16.1070	47	86	69	155
LmxM.16.1080	98	370	364	552
LmxM.16.1090	246	685	626	915
LmxM.16.1100	105	301	293	507
LmxM.16.1110	3	19	57	59
LmxM.16.1111	46	103	86	133
LmxM.16.1120	55	118	107	160
LmxM.16.1130	62	77	163	115
LmxM.16.1140	28	46	42	88
LmxM.16.1145	34	72	86	104
LmxM.16.1150	12	34	40	110
LmxM.16.1160	2	1	3	5
LmxM.16.1170	1497	4807	5284	7583
LmxM.16.1180	19	29	34	71
LmxM.16.1190	78	154	137	231
LmxM.16.1200	6	17	19	56
LmxM.16.1210	15	49	45	60
LmxM.16.1220	53	163	129	265
LmxM.16.1230	4	2	0	1
LmxM.16.1240	46	63	58	164
LmxM.16.1250	59	91	99	144
LmxM.16.1260	3	5	1	9
LmxM.16.1270	31	118	105	181
LmxM.16.1280	9	24	24	44
LmxM.16.1290	10	56	63	80
LmxM.16.1300	25	101	132	219
LmxM.16.1310	84	198	302	562
LmxM.16.1320	72	204	319	590
LmxM.16.1330	158	373	262	613
LmxM.16.1340	204	308	375	502
LmxM.16.1350	4	6	13	16
LmxM.16.1360	283	600	443	759
LmxM.16.1370	28	64	95	71
LmxM.16.1380	153	507	545	608
LmxM.16.1385	150	125	129	192
LmxM.16.1390	9	33	42	52
LmxM.16.1400	26	63	64	89
LmxM.16.1410	328	813	885	1214
LmxM.16.1420	203	391	505	620
LmxM.16.1425partial	2403	4910	5298	10448
LmxM.16.1430	564	1014	1135	2180
LmxM.16.1440	10	10	30	47
LmxM.16.1450	9	16	28	29
LmxM.16.1460	88	155	196	411
LmxM.16.1460cpartial	3	1	1	3
LmxM.16.1470	721	135	165	169
LmxM.16.1480	67	161	171	271
LmxM.16.1490	23	57	66	75
LmxM.16.1500	7	19	18	36
LmxM.16.1510	30	320	341	572
LmxM.16.1520	377	1105	1139	1413
LmxM.16.1530	1686	3229	3071	3030
LmxM.16.1540	1217	2501	3364	3217
LmxM.16.1550	47	84	116	109
LmxM.16.1560	6	914	1087	1142
LmxM.16.1570	26	81	82	146
LmxM.16.1580	47	73	83	109
LmxM.16.1590	3	41	63	110
LmxM.16.1600	98	139	258	167
LmxM.16.1610	202	218	343	222
LmxM.16.1620	14	30	31	44
LmxM.16.1630	4	14	5	13
LmxM.16.1640	13	70	59	118
LmxM.16.1650	18	42	30	77
LmxM.16.1660	165	499	382	645
LmxM.17.0010	862	1243	1651	1241
LmxM.17.0020	85	316	152	278
LmxM.17.0025	74	211	149	190
LmxM.17.0030	83	431	425	485
LmxM.17.0040	25	38	52	80
LmxM.17.0050	170	453	472	543
LmxM.17.0060	2023	3864	3418	5426
LmxM.17.0070	63	123	151	135
LmxM.17.0080	4693	4894	9155	5340
LmxM.17.0081	9604	9887	18129	10819
LmxM.17.0082	4581	4816	8987	5345
LmxM.17.0083	4712	4763	8897	5476
LmxM.17.0085	4683	5012	9073	5292
LmxM.17.0086	116	187	235	159
LmxM.17.0100	11	63	30	66
LmxM.17.0110	9	374	322	456
LmxM.17.0120	360	729	1054	663
LmxM.17.0130	68	184	195	298
LmxM.17.0140	26	63	106	158
LmxM.17.0150	19	33	39	54
LmxM.17.0160	6	14	15	19
LmxM.17.0170	79	185	201	338
LmxM.17.0190	23	70	42	95
LmxM.17.0190partial	0	1	0	0
LmxM.17.0200	140	330	338	757
LmxM.17.0235	18	95	39	82
LmxM.17.0236	26	81	35	86
LmxM.17.0237	197	583	361	560
LmxM.17.0240	36	43	40	121
LmxM.17.0250	1010	1044	1825	1174
LmxM.17.0260	86	298	412	774
LmxM.17.0270	25	79	73	96
LmxM.17.0280	711	1628	1594	2121
LmxM.17.0290	50	28	17	23
LmxM.17.0300	13	44	34	49
LmxM.17.0310	60	125	102	251
LmxM.17.0320	2	3	3	5
LmxM.17.0330	120	307	188	284
LmxM.17.0340	2601	9354	6022	8789
LmxM.17.0350	7	32	33	26
LmxM.17.0360	107	362	369	698
LmxM.17.0370	22	66	70	159
LmxM.17.0380	8	76	49	132
LmxM.17.0390	0	32	24	69
LmxM.17.0400	328	724	870	956
LmxM.17.0410	237	177	238	224
LmxM.17.0420	3207	6339	7639	5849
LmxM.17.0430	142	499	565	632
LmxM.17.0440	95	236	194	247
LmxM.17.0450	26	69	54	72
LmxM.17.0460	1	2	2	7
LmxM.17.0470	2445	7263	10137	8174
LmxM.17.0480	1138	2212	1332	1881
LmxM.17.0490	42	123	113	138
LmxM.17.0500	71	135	119	241
LmxM.17.0510	12	61	85	127
LmxM.17.0520	14	31	30	82
LmxM.17.0530	61	183	208	385
LmxM.17.0540	53	137	117	232
LmxM.17.0550	20	51	135	149
LmxM.17.0560	57	96	59	102
LmxM.17.0570	2	22	13	41
LmxM.17.0580	4	36	45	147
LmxM.17.0590	13	52	33	56
LmxM.17.0600	49	93	122	114
LmxM.17.0610	8	21	20	81
LmxM.17.0620	548	1272	1479	1367
LmxM.17.0630	141	454	377	582
LmxM.17.0640	7	16	26	47
LmxM.17.0650	10	34	41	49
LmxM.17.0660	0	4	9	6
LmxM.17.0670	35	144	97	133
LmxM.17.0680	23	122	118	185
LmxM.17.0690	217	152	186	191
LmxM.17.0700	4	18	16	28
LmxM.17.0710	43	45	68	96
LmxM.17.0720	537	1277	1121	1356
LmxM.17.0725	21	72	122	105
LmxM.17.0730	296	982	763	875
LmxM.17.0733	1254	5485	4856	3982
LmxM.17.0735	232	381	560	472
LmxM.17.0740	163	335	279	322
LmxM.17.0750	95	310	277	349
LmxM.17.0760	21	162	250	218
LmxM.17.0770	43	81	39	72
LmxM.17.0780	277	634	569	635
LmxM.17.0790	32	67	125	141
LmxM.17.0800	48	615	236	566
LmxM.17.0810	34	201	189	265
LmxM.17.0815	56	212	256	326
LmxM.17.0820	834	3235	2660	2454
LmxM.17.0830	84	256	245	349
LmxM.17.0840	109	179	153	122
LmxM.17.0850	469	778	1214	908
LmxM.17.0860	1068	5508	2964	5418
LmxM.17.0870	861	2088	1545	1758
LmxM.17.0880	51	150	133	204
LmxM.17.0890	25038	106746	59298	133496
LmxM.17.0900	28	145	176	267
LmxM.17.0910	226	605	535	634
LmxM.17.0920	15	1	8	3
LmxM.17.0930	3	4	2	5
LmxM.17.0940	9	14	10	30
LmxM.17.0950	58	204	61	265
LmxM.17.0960	12	88	105	159
LmxM.17.0980	650	807	1772	914
LmxM.17.0990	109	284	299	424
