id	AH063	AH064	AH065	AH066
LmxM.07.1150	186	389	478	481
LmxM.07.1160	6255	27782	12904	25719
LmxM.07.1170	25	115	109	131
LmxM.08.0010	6366	13369	13711	9610
LmxM.08.0020	16	94	147	138
LmxM.08.0030	298	681	737	935
LmxM.08.0040	110	201	181	219
LmxM.08.0050	9	16	12	26
LmxM.08.0060	131	239	179	274
LmxM.08.0070	4	5	13	21
LmxM.08.0080	71	155	236	287
LmxM.08.0090	1	5	8	6
LmxM.08.0100	13	30	20	51
LmxM.08.0110	18	69	58	102
LmxM.08.0120	9	29	43	103
LmxM.08.0130	71	253	240	308
LmxM.08.0135	21	119	102	166
LmxM.08.0140	8	33	15	33
LmxM.08.0150	10	20	17	37
LmxM.08.0160	35	55	59	110
LmxM.08.0170	18	117	113	141
LmxM.08.0180	57	80	102	145
LmxM.08.0190	12	15	15	48
LmxM.08.0200	6	0	7	4
LmxM.08.0210	18	65	73	80
LmxM.08.0220	6	6	1	2
LmxM.08.0230	144	297	347	416
LmxM.08.0240	17	41	49	83
LmxM.08.0250	67	63	95	150
LmxM.08.0260	15	52	23	72
LmxM.08.0270	17	28	30	54
LmxM.08.0280	22	61	78	105
LmxM.08.0290	320	105	564	175
LmxM.08.0300	8	3	5	4
LmxM.08.0310	66	144	94	191
LmxM.08.0320	5	107	101	208
LmxM.08.0330	23	44	56	50
LmxM.08.0340	649	2657	2250	3375
LmxM.08.0350	336	817	773	912
LmxM.08.0360	37	80	70	106
LmxM.08.0370	2	4	10	19
LmxM.08.0380	4	27	31	43
LmxM.08.0390	46	128	96	125
LmxM.08.0400	3	7	8	14
LmxM.08.0410	3	106	111	342
LmxM.08.0420	227	330	502	529
LmxM.08.0430	37	81	153	194
LmxM.08.0440	54	66	94	95
LmxM.08.0450	19	25	42	43
LmxM.08.0460	7	273	230	402
LmxM.08.0470	202	1131	2016	1574
LmxM.08.0480	79	318	347	456
LmxM.08.0490	10	191	271	437
LmxM.08.0500	5	10	7	28
LmxM.08.0510	98	216	388	445
LmxM.08.0520	22	56	44	74
LmxM.08.0530	9	44	43	88
LmxM.08.0540	54	81	66	152
LmxM.08.0545	19	87	23	109
LmxM.08.0550	476	649	919	949
LmxM.08.0560	47	64	74	95
LmxM.08.0570	2	46	34	86
LmxM.08.0580	5	12	12	39
LmxM.08.0590	178	732	557	1100
LmxM.08.0600	29	177	117	212
LmxM.08.0620	1	8	5	6
LmxM.08.0630	128	421	405	539
LmxM.08.0640	2557	50488	28232	51411
LmxM.08.0650	169	432	462	561
LmxM.08.0660	5	68	53	164
LmxM.08.0720	4	3	7	11
LmxM.08.0730	9	16	15	58
LmxM.08.0740	7	16	22	62
LmxM.08.0750	3	18	22	57
LmxM.08.0760	5	41	26	120
LmxM.08.0770	5	20	20	67
LmxM.08.0780	181	458	362	734
LmxM.08.0790	14	22	32	25
LmxM.08.0790a	0	7	1	8
LmxM.08.0800	71	249	175	307
LmxM.08.0801	204	1852	1248	2045
LmxM.08.0810	16	57	48	94
LmxM.08.0840	157	366	307	593
LmxM.08.0850	46	164	105	261
LmxM.08.0860	204	34	20	46
LmxM.08.0870	146	285	236	380
LmxM.08.0880	7	45	46	68
LmxM.08.0890	869	1694	2323	2145
LmxM.08.0900	69	270	451	588
LmxM.08.0910	9	97	167	208
LmxM.08.0920	41	196	171	442
LmxM.08.0930	22	43	42	78
LmxM.08.0940	3	8	4	6
LmxM.08.0950	97	437	858	1585
LmxM.08.0960	9	25	29	43
LmxM.08.0970	1	2	1	1
LmxM.08.0980	65	241	135	267
LmxM.08.0990	754	1268	1856	1871
LmxM.08.1000	66	243	240	227
LmxM.08.1030a	2	14	7	23
LmxM.08.1040	4	11	6	33
LmxM.08.1040a	6	15	8	27
LmxM.08.1040b	7	17	7	27
LmxM.08.1040c	0	0	4	2
LmxM.08.1050	0	1	1	3
LmxM.08.1050a	3	18	10	28
LmxM.08.1060	1	19	6	17
LmxM.08.1070	5	34	22	46
LmxM.08.1080	198	1726	867	1590
LmxM.08.1090	249	571	483	505
LmxM.08.1091	2956	5780	5398	5800
LmxM.08.1100	1494	3179	4589	3592
LmxM.08.1110	780	2714	3875	2341
LmxM.08.1120	72	151	102	103
LmxM.08.1130	622	1054	1424	1184
LmxM.08.1140	35	134	170	187
LmxM.08.1150	79	224	252	223
LmxM.08.1160	1	4	10	7
LmxM.08.1170	59	106	83	112
LmxM.08.1171	15292	53382	55039	70220
LmxM.08.1180	50	504	528	778
LmxM.08.1190	15	52	87	92
LmxM.08.1200	579	1198	1281	1127
LmxM.08.1210	85	221	208	340
LmxM.08.1215	4	34	19	43
LmxM.08.1218	2	20	26	138
LmxM.08.1222	182	321	475	463
LmxM.08.1223	37	102	86	153
LmxM.08.1225	125	502	362	873
LmxM.08.1228	2	5	6	20
LmxM.08.1230	2496	8111	10677	13502
LmxM.08_29.0010	30	76	68	101
LmxM.08_29.0020	110	194	522	375
LmxM.08_29.0030	11	9	62	20
LmxM.08_29.0040	15	23	38	46
LmxM.08_29.0050	15	22	15	30
LmxM.08_29.0060	66	210	312	333
LmxM.08_29.0070	271	536	495	538
LmxM.08_29.0080	12	71	46	86
LmxM.08_29.0090	17	69	72	76
LmxM.08_29.0100	497	2126	2443	2959
LmxM.08_29.0110	133	410	446	537
LmxM.08_29.0120	117	181	251	186
LmxM.08_29.0130	19	38	25	75
LmxM.08_29.0140	1910	2486	3687	2392
LmxM.08_29.0150	83	99	102	175
LmxM.08_29.0160	130	129	174	225
LmxM.08_29.0170	102	280	232	298
LmxM.08_29.0180	18	24	20	30
LmxM.08_29.0190	136	318	349	614
LmxM.08_29.0200	152	204	249	354
LmxM.08_29.0210	48	154	165	148
LmxM.08_29.0220	64	90	105	143
LmxM.08_29.0230	16	31	29	56
LmxM.08_29.0240	43	92	93	126
LmxM.08_29.0250	138	229	372	299
LmxM.08_29.0251	130	145	298	187
LmxM.08_29.0260	32	128	110	148
LmxM.08_29.0270	28	39	80	77
LmxM.08_29.0280	2	2	6	2
LmxM.08_29.0290	181	610	396	625
LmxM.08_29.0300	339	134	159	217
LmxM.08_29.0320	525	1337	1654	1423
LmxM.08_29.0330	216	966	1128	1052
LmxM.08_29.0340	30	53	83	117
LmxM.08_29.0350	1341	2378	2405	3101
LmxM.08_29.0360	5	2	4	3
LmxM.08_29.0370	5	46	40	78
LmxM.08_29.0380	25	156	199	234
LmxM.08_29.0390	67	170	199	189
LmxM.08_29.0400	107	729	789	922
LmxM.08_29.0410	124	327	216	346
LmxM.08_29.0420	90	251	367	420
LmxM.08_29.0430	104	206	239	268
LmxM.08_29.0440	111	174	199	232
LmxM.08_29.0450	11	80	57	104
LmxM.08_29.0460	226	494	385	569
LmxM.08_29.0470	36	130	94	298
LmxM.08_29.0480partial	0	1	0	1
LmxM.08_29.0490	280	663	540	928
LmxM.08_29.0500	192	776	418	1104
LmxM.08_29.0510	537	915	1037	1027
LmxM.08_29.0520	18	21	20	39
LmxM.08_29.0530	57	146	127	291
LmxM.08_29.0540	128	238	280	574
LmxM.08_29.0550	61	236	174	252
LmxM.08_29.0555	0	0	1	3
LmxM.08_29.0560	45	13	32	17
LmxM.08_29.0570	60	239	233	388
LmxM.08_29.0580	80	115	83	195
LmxM.08_29.0590	9	16	22	25
LmxM.08_29.0600	41	43	49	89
LmxM.08_29.0610	203	289	477	455
LmxM.08_29.0620	4451	95447	17859	97488
LmxM.08_29.0630	1	1	1	12
LmxM.08_29.0640	67	131	138	245
LmxM.08_29.0650	399	911	933	1357
LmxM.08_29.0660	25	60	78	116
LmxM.08_29.0670	18	444	475	515
LmxM.08_29.0680	26	30	38	32
LmxM.08_29.0690	463	832	863	1078
LmxM.08_29.0700	1	12	17	19
LmxM.08_29.0710	212	585	486	739
LmxM.08_29.0720	165	457	554	816
LmxM.08_29.0730	309	1159	1000	1489
LmxM.08_29.0740	206	67	105	78
LmxM.08_29.0750	160	383	731	635
LmxM.08_29.0760	97	116	240	228
LmxM.08_29.0770	59	138	170	223
LmxM.08_29.0780	346	611	943	733
LmxM.08_29.0790	29	72	106	147
LmxM.08_29.0795	6	10	15	31
LmxM.08_29.0800	8	12	22	23
LmxM.08_29.0805	2	29	42	55
LmxM.08_29.0810	1558	1859	3302	2765
LmxM.08_29.0820	1608	4450	3650	5290
LmxM.08_29.0830	45	140	229	169
LmxM.08_29.0840	105	219	455	687
LmxM.08_29.0850	1169	2159	2578	2335
LmxM.08_29.0860	19	54	44	48
LmxM.08_29.0865	92	252	274	289
LmxM.08_29.0867	611	1413	1147	1206
LmxM.08_29.0868	1156	2364	2264	2517
LmxM.08_29.0870	268	406	566	441
LmxM.08_29.0880	2200	2925	3598	2709
LmxM.08_29.0885	237	580	494	474
LmxM.08_29.0890	77	27	50	34
LmxM.08_29.0900	23	68	52	83
LmxM.08_29.0910	9	16	14	17
LmxM.08_29.0920	76	42	41	38
LmxM.08_29.0930	103	269	186	285
LmxM.08_29.0935	27	102	60	126
LmxM.08_29.0940	1929	4423	4994	4621
LmxM.08_29.0950	84	131	138	175
LmxM.08_29.0960	71	7	11	12
LmxM.08_29.0970	215	687	634	829
LmxM.08_29.0980	19	30	33	36
LmxM.08_29.0990	237	1235	1203	1917
LmxM.08_29.1000	451	1383	1443	1649
LmxM.08_29.1010	198	508	470	621
LmxM.08_29.1020	61	227	182	301
LmxM.08_29.1030	412	1150	1157	1426
LmxM.08_29.1040	19	119	133	200
LmxM.08_29.1050	70	442	425	535
LmxM.08_29.1060	24	67	28	41
LmxM.08_29.1070	284	495	437	866
LmxM.08_29.1090	295	483	403	771
LmxM.08_29.1100	33	92	163	320
LmxM.08_29.1110	9	6	10	14
LmxM.08_29.1120	968	6492	6379	10628
LmxM.08_29.1130	771	2104	1868	2151
LmxM.08_29.1140	146	369	261	448
LmxM.08_29.1150	974	1142	2343	1185
LmxM.08_29.1160	2271	4006	2458	4087
LmxM.08_29.1170	819	1695	1559	2306
LmxM.08_29.1180	3	7	13	8
LmxM.08_29.1190	19	81	34	63
LmxM.08_29.1200	30	42	72	172
LmxM.08_29.1210	8	1	0	1
LmxM.08_29.1220	68	128	147	250
LmxM.08_29.1230	36	2515	3459	4279
LmxM.08_29.1240	1782	3404	4682	3460
LmxM.08_29.1250	11	61	66	59
LmxM.08_29.1260	136	644	605	1042
LmxM.08_29.1270	16	131	109	120
LmxM.08_29.1280	84	275	334	375
LmxM.08_29.1290	391	753	797	1167
LmxM.08_29.1300	1342	2538	3552	2405
LmxM.08_29.1310	695	242	242	252
LmxM.08_29.1320	48	81	121	160
LmxM.08_29.1330	123	385	456	851
LmxM.08_29.1335	138	474	342	452
LmxM.08_29.1340	13	65	45	40
LmxM.08_29.1350	68	326	234	451
LmxM.08_29.1360	594	1842	1074	1489
LmxM.08_29.1370	29	227	173	377
LmxM.08_29.1380	132	169	234	215
LmxM.08_29.1390	289	1785	906	2242
LmxM.08_29.1400	56	837	1155	768
LmxM.08_29.1410	133	601	344	653
LmxM.08_29.1430	19	50	51	38
LmxM.08_29.1440	174	528	491	648
LmxM.08_29.1450	47	35	32	39
LmxM.08_29.1460	9	100	123	148
LmxM.08_29.1470	160	356	439	305
LmxM.08_29.1480	9	28	30	47
LmxM.08_29.1490	32	138	103	153
LmxM.08_29.1500	356	457	643	816
LmxM.08_29.1520	60	30	19	31
LmxM.08_29.1530	1	2	3	3
LmxM.08_29.1540	47	144	194	186
LmxM.08_29.1550	22	87	122	151
LmxM.08_29.1560	225	592	349	609
LmxM.08_29.1570	263	635	1076	795
LmxM.08_29.1575	247	789	526	785
LmxM.08_29.1580	50	189	183	249
LmxM.08_29.1585	128	324	285	318
LmxM.08_29.1590	39	102	89	100
LmxM.08_29.1600	6	3	4	4
LmxM.08_29.1605	142	238	287	332
LmxM.08_29.1610	4	13	12	21
LmxM.08_29.1620	22	54	100	89
LmxM.08_29.1630	469	1667	1923	1853
LmxM.08_29.1640	410	1018	862	988
LmxM.08_29.1650	884	2487	2256	2637
LmxM.08_29.1660	168	460	491	558
LmxM.08_29.1690	361	731	927	717
LmxM.08_29.1700	106	198	209	247
LmxM.08_29.1710	6	20	10	16
LmxM.08_29.1720	137	5152	3895	6667
LmxM.08_29.1730	3	4	0	6
LmxM.08_29.1740	660	1864	1797	4682
LmxM.08_29.1750	944	2814	3333	4724
LmxM.08_29.1760	2575	5973	6092	8808
LmxM.08_29.1780	167	423	647	882
LmxM.08_29.1790	241	659	684	688
LmxM.08_29.1800	805	1847	1997	2102
LmxM.08_29.1810	16	54	39	67
LmxM.08_29.1820	864	1784	2250	1660
LmxM.08_29.1830	137	925	1077	1194
LmxM.08_29.1840	82	400	370	466
LmxM.08_29.1850	472	1078	1014	1155
LmxM.08_29.1860	30	129	137	182
LmxM.08_29.1870	158	316	622	367
LmxM.08_29.1880	14	43	54	82
LmxM.08_29.1890	6	105	69	123
LmxM.08_29.1900	35	94	102	110
LmxM.08_29.1910	13	40	36	54
LmxM.08_29.1920	172	409	458	451
LmxM.08_29.1930	1	3	5	5
LmxM.08_29.1940	112	207	254	258
LmxM.08_29.1950	56	100	131	146
LmxM.08_29.1960	183	498	417	499
LmxM.08_29.1970	179	536	476	607
LmxM.08_29.1980	13	33	28	33
LmxM.08_29.1990	8	4	3	12
LmxM.08_29.1995	12	27	29	45
LmxM.08_29.2000	13	35	26	72
LmxM.08_29.2010	14	35	54	61
LmxM.08_29.2020	38	95	74	102
LmxM.08_29.2030	46	21	23	42
LmxM.08_29.2040	115	224	315	481
LmxM.08_29.2050	139	328	244	370
LmxM.08_29.2060	1647	2445	4726	3942
LmxM.08_29.2070	29	43	22	38
LmxM.08_29.2080	9	43	56	131
LmxM.08_29.2090	93	129	212	281
LmxM.08_29.2100	77	184	204	222
LmxM.08_29.2110	464	3789	3841	3094
LmxM.08_29.2120	106	239	248	457
LmxM.08_29.2130	30	86	52	101
LmxM.08_29.2140	247	383	445	543
LmxM.08_29.2150	147	794	469	842
LmxM.08_29.2160	72	69	108	167
LmxM.08_29.2170	6	5	4	19
LmxM.08_29.2180	82	177	197	220
LmxM.08_29.2190	293	568	660	463
LmxM.08_29.2200	405	585	548	611
LmxM.08_29.2210	184	1119	1164	1710
LmxM.08_29.2220	340	1148	1684	1508
LmxM.08_29.2230	53	218	296	422
LmxM.08_29.2240	440	689	695	549
LmxM.08_29.2250	24	22	33	58
LmxM.08_29.2260	52	149	163	112
LmxM.08_29.2270	21	183	149	195
LmxM.08_29.2280	15	90	63	129
LmxM.08_29.2290	352	1320	1560	1434
LmxM.08_29.2300	19	45	55	53
LmxM.08_29.2310	59	210	271	275
LmxM.08_29.2320	947	3147	2444	2514
LmxM.08_29.2330	1438	3050	2888	2756
LmxM.08_29.2340	841	793	1394	964
LmxM.08_29.2350	603	682	1106	768
LmxM.08_29.2360	108	224	248	228
LmxM.08_29.2370	5384	9093	11582	9899
LmxM.08_29.2380	58	157	108	121
LmxM.08_29.2390	198	348	343	499
LmxM.08_29.2400	625	1249	929	1101
LmxM.08_29.2410	11	78	74	208
LmxM.08_29.2420	25	74	70	68
LmxM.08_29.2430	717	2406	2383	2562
LmxM.08_29.2440	588	1096	1186	1256
LmxM.08_29.2450	56	266	227	251
LmxM.08_29.2460	7066	12450	12521	11981
LmxM.08_29.2461	4897	8134	8864	11226
LmxM.08_29.2480	8	35	23	52
LmxM.08_29.2490	1	15	14	29
LmxM.08_29.2500	306	1147	911	953
LmxM.08_29.2510	1831	3201	4354	4538
LmxM.08_29.2520	28	91	60	102
LmxM.08_29.2530	54	100	129	78
LmxM.08_29.2540	43	57	78	89
LmxM.08_29.2550	7	18	23	38
LmxM.08_29.2560	864	2114	2034	2172
LmxM.08_29.2570	120	323	300	418
LmxM.08_29.2580	13	48	46	70
LmxM.08_29.2590	0	3	1	4
LmxM.08_29.2600	24	61	38	69
LmxM.08_29.2610	54	127	130	144
LmxM.08_29.2620	82	143	238	151
LmxM.08_29.2630	1186	2337	2984	2861
LmxM.08_29.2640	114	495	521	783
LmxM.08_29.2650	3856	12550	15943	15863
LmxM.08_29.2660	10	36	80	187
LmxM.08_29.2670	15	0	0	4
LmxM.08_29.2680	21	108	75	144
LmxM.08_29.2690	20	56	39	88
LmxM.08_29.2700	41	91	72	88
LmxM.08_29.2710	107	343	362	469
LmxM.08_29.2720	4	11	15	32
LmxM.08_29.2730	111	413	304	380
LmxM.08_29.2740	191	533	525	537
LmxM.08_29.2750	6	16	9	38
LmxM.08_29.2760	1959	4565	4146	4190
LmxM.08_29.2770	48	326	354	336
LmxM.08_29.2780	72	160	176	211
LmxM.08_29.2790	51	184	191	169
LmxM.08_29.2800	145	82	167	100
LmxM.08_29.2810	45	100	107	180
LmxM.08_29.2820	71	184	115	164
LmxM.08_29.2830	2734	5278	4310	4007
LmxM.08_29.2840	534	3865	6253	2861
LmxM.08_29.2850	67	239	192	293
LmxM.08_29.2860	3297	9020	10887	13593
LmxM.08_29.2870	35	62	69	70
LmxM.09.0003	332	667	627	606
LmxM.09.0005	33	57	53	41
LmxM.09.0010	1389	3854	4680	3928
LmxM.09.0020	221	277	240	260
LmxM.09.0030	705	1274	1212	1480
LmxM.09.0040	13	70	56	111
LmxM.09.0050	391	1060	1474	1390
LmxM.09.0060	1032	10004	2370	8429
LmxM.09.0070	89	227	347	328
LmxM.09.0080	92	199	114	176
LmxM.09.0090	376	1622	1125	1599
LmxM.09.0100	4716	6897	8825	5815
LmxM.09.0105	19	79	79	103
LmxM.09.0110	47	153	154	228
LmxM.09.0120	129	712	480	612
LmxM.09.0140	24	80	86	85
LmxM.09.0150	20	104	30	306
LmxM.09.0180	24	102	46	293
LmxM.09.0190	13	25	28	73
LmxM.09.0200	19	28	33	57
LmxM.09.0210	148	116	126	166
LmxM.09.0220	111	169	258	276
LmxM.09.0230	98	229	332	225
LmxM.09.0240	73	193	185	173
LmxM.09.0250	68	358	412	496
LmxM.09.0260	11	168	179	235
LmxM.09.0270	53	116	117	216
LmxM.09.0280	98	221	170	214
LmxM.09.0290	9	85	118	323
LmxM.09.0300	14	121	131	174
LmxM.09.0310	485	1474	1597	2328
LmxM.09.0320	30	83	53	103
LmxM.09.0330	12	12	17	60
LmxM.09.0340	91	382	240	694
LmxM.09.0345	16	75	55	76
LmxM.09.0350	10	68	62	111
LmxM.09.0360	1	0	0	0
LmxM.09.0365	0	2	4	7
LmxM.09.0367	39	87	110	167
LmxM.09.0370	29	64	39	78
LmxM.09.0380	85	128	113	227
LmxM.09.0390	68	205	180	312
LmxM.09.0400	66	190	230	259
LmxM.09.0410	89	275	345	567
LmxM.09.0420	13	45	31	64
LmxM.09.0430	9	19	32	47
LmxM.09.0440	260	670	562	894
LmxM.09.0450	0	2	2	9
LmxM.09.0460	7	94	74	147
LmxM.09.0470	2226	10634	13754	12584
LmxM.09.0480	104	146	158	213
LmxM.09.0490	11	119	143	148
LmxM.09.0500	14	57	38	122
LmxM.09.0510	13	74	105	162
LmxM.09.0520	0	1	2	0
LmxM.09.0530	55	95	118	217
LmxM.09.0540	98	495	564	655
LmxM.09.0550	42	34	58	43
LmxM.09.0560	15	24	18	34
LmxM.09.0570	13	53	30	93
LmxM.09.0580	57	128	71	149
LmxM.09.0590	73	202	233	328
LmxM.09.0600	127	268	350	388
LmxM.09.0610	15	3	3	7
LmxM.09.0620	66	134	81	122
LmxM.09.0630	13	22	22	74
LmxM.09.0640	114	255	256	418
LmxM.09.0650	33	53	43	73
LmxM.09.0660	1	18	18	43
LmxM.09.0670	264	493	701	552
LmxM.09.0680	69	134	132	171
LmxM.09.0690	27	59	55	78
LmxM.09.0700	453	1273	1466	2443
LmxM.09.0710	147	259	218	488
LmxM.09.0720	747	1099	1639	1428
LmxM.09.0730	4	8	8	13
LmxM.09.0740	224	396	452	630
LmxM.09.0750	104	115	117	232
LmxM.09.0760	53	393	366	743
LmxM.09.0770	358	257	566	683
LmxM.09.0780	61	185	184	257
LmxM.09.0790	55	50	59	87
LmxM.09.0800	88	66	89	138
LmxM.09.0810	7	16	21	28
LmxM.09.0820	3	12	15	23
LmxM.09.0830	0	1	1	0
LmxM.09.0840	141	123	202	161
LmxM.09.0850	140	256	294	420
LmxM.09.0860	6	34	27	68
LmxM.09.0870	17	54	74	167
LmxM.09.0880	34	107	146	201
LmxM.09.0890	540	1047	1081	1129
LmxM.09.0891	16	57	53	70
LmxM.09.0900	22	48	44	89
LmxM.09.0910	643	861	1211	2234
LmxM.09.0920	1480	2116	2604	4088
LmxM.09.0930	193	540	813	1589
LmxM.09.0940	137	294	420	484
LmxM.09.0950	11	12	13	36
LmxM.09.0960	257	570	684	687
LmxM.09.0970	1430	2795	5497	5060
LmxM.09.0980	227	858	952	1070
LmxM.09.0990	53	164	119	114
LmxM.09.1000	1304	2209	2443	2485
LmxM.09.1010	303	676	1142	951
LmxM.09.1020	57	147	114	265
LmxM.09.1030	2	4	4	1
LmxM.09.1040	8	39	36	70
LmxM.09.1050	550	1072	1624	1687
LmxM.09.1060	0	1	4	1
LmxM.09.1070	15	38	94	116
LmxM.09.1090	46	54	203	223
LmxM.09.1100	105	197	242	349
LmxM.09.1110	77	208	149	263
LmxM.09.1120	40	173	206	238
LmxM.09.1130	54	122	191	153
LmxM.09.1140	173	381	506	543
LmxM.09.1150	6	22	27	25
LmxM.09.1160	10	27	28	50
LmxM.09.1170	9	26	41	61
LmxM.09.1180	136	238	275	323
LmxM.09.1190	21	28	26	43
LmxM.09.1200	9	89	80	123
LmxM.09.1210	7	11	11	19
LmxM.09.1220	7	8	23	33
LmxM.09.1230	1	2	0	0
LmxM.09.1240	20	69	47	88
LmxM.09.1250	20	56	74	110
LmxM.09.1260	29	107	124	233
LmxM.09.1270	2	16	13	32
LmxM.09.1280	46	86	66	131
LmxM.09.1290	23	70	62	168
LmxM.09.1300	113	150	96	244
LmxM.09.1310	6	8	13	25
LmxM.09.1315	20	55	103	134
LmxM.09.1320	114	161	222	386
LmxM.09.1330	41	144	75	215
LmxM.09.1340	903	1183	1259	5151
LmxM.09.1350	38	78	138	224
LmxM.09.1360	4	14	13	40
LmxM.09.1370	18	73	63	158
LmxM.09.1380	1	13	7	21
LmxM.09.1390	21	66	62	89
LmxM.09.1400	187	474	488	595
LmxM.09.1410	9	34	28	27
LmxM.09.1420	993	2084	2883	1715
LmxM.09.1430	39	125	125	208
LmxM.09.1440	14	5	2	6
LmxM.09.1450	5	22	46	124
LmxM.09.1460	90	69	97	88
LmxM.09.1470	165	320	496	381
LmxM.09.1480	5	16	18	42
LmxM.09.1490	95	146	174	127
LmxM.09.1500	82	135	91	123
LmxM.09.1505	5	26	45	33
LmxM.09.1510	57	239	240	251
LmxM.09.1520	13	93	89	214
LmxM.09.1530	177	475	502	470
LmxM.09.1540	31	274	289	328
LmxM.09.1550	101	292	322	265
LmxM.10.0030	876	2283	1957	2280
LmxM.10.0040	791	2454	1461	1933
LmxM.10.0050	25	100	75	91
LmxM.10.0060	62	249	193	310
LmxM.10.0070	3204	5755	6662	6424
LmxM.10.0080	81	340	294	391
LmxM.10.0090	33	176	116	269
LmxM.10.0100	239	323	457	427
LmxM.10.0110	128	207	240	283
LmxM.10.0120	106	453	319	1236
LmxM.10.0130	81	272	291	312
LmxM.10.0140	8	24	21	49
LmxM.10.0150	1362	4811	3951	6714
LmxM.10.0160	21	1885	2062	2682
LmxM.10.0170	23	63	48	71
LmxM.10.0180	109	214	246	370
LmxM.10.0185	3	8	16	10
LmxM.10.0190	2	4	6	23
LmxM.10.0195	0	1	2	1
LmxM.10.0200	200	721	885	804
LmxM.10.0210	309	654	1152	764
LmxM.10.0218	12	76	75	89
LmxM.10.0219	2789	4090	4566	3895
LmxM.10.0220	67	673	610	994
LmxM.10.0230	64	189	148	226
LmxM.10.0240	10	16	16	26
LmxM.10.0250	39	54	44	91
LmxM.10.0260	204	2715	1962	4158
LmxM.10.0270	12	40	44	102
LmxM.10.0280	16	883	918	1417
LmxM.10.0290	8	10	13	8
LmxM.10.0300	535	1372	1508	1892
LmxM.10.0310	10	50	59	152
LmxM.10.0320	255	799	841	1249
LmxM.10.0330	66	227	164	237
LmxM.10.0350	2	6	2	26
LmxM.10.0360	73	182	162	467
LmxM.10.0370	91	94	230	128
LmxM.10.0380	99	495	577	796
LmxM.10.0390	67	27	74	101
LmxM.10.0400	23	51	84	98
LmxM.10.0405	63	40	87	74
LmxM.10.0420	274	993	865	1672
LmxM.10.0425	77	218	178	308
LmxM.10.0430	62	200	124	439
LmxM.10.0440	79	354	342	495
LmxM.10.0450	99	164	224	270
LmxM.10.0460	129	175	180	315
LmxM.10.0465	168	189	220	415
LmxM.10.0470	66	39	77	77
LmxM.10.0483	0	3	3	1
LmxM.10.0490	1479	2746	2863	3151
LmxM.10.0500	78	253	206	284
LmxM.10.0510	46	115	153	228
LmxM.10.0520	28	21	23	55
LmxM.10.0530	34	108	82	129
LmxM.10.0540	29	167	71	221
LmxM.10.0550	8	14	17	20
LmxM.10.0560	109	278	274	251
LmxM.10.0570	12	79	116	66
LmxM.10.0580	331	744	753	641
LmxM.10.0590	442	900	712	1153
LmxM.10.0600	147	373	249	291
LmxM.10.0610	14	19	27	48
LmxM.10.0620	129	391	305	361
LmxM.10.0630	278	564	476	783
LmxM.10.0640	24	57	65	77
LmxM.10.0650	38	79	83	105
LmxM.10.0660	1	4	1	8
LmxM.10.0670	84	125	175	170
LmxM.10.0680	1	12	7	38
LmxM.10.0690	13	64	58	147
LmxM.10.0700	36	136	212	335
LmxM.10.0715	48	346	279	462
LmxM.10.0720	115	465	395	632
LmxM.10.0730	19	29	31	44
LmxM.10.0740	477	1012	968	2077
LmxM.10.0750	7	40	31	56
LmxM.10.0760	3	9	8	18
LmxM.10.0770	85	308	356	552
LmxM.10.0780	36	90	140	164
LmxM.10.0790	184	307	448	397
LmxM.10.0800	89	226	309	268
LmxM.10.0810	59	136	126	199
LmxM.10.0820	2	8	20	31
LmxM.10.0830	59	265	279	742
LmxM.10.0840	14	23	24	27
LmxM.10.0850	333	66	133	63
LmxM.10.0860	404	660	876	821
LmxM.10.0870	239	223	275	726
LmxM.10.0880	45	139	172	289
LmxM.10.0890	348	1177	2247	1898
LmxM.10.0900	13	24	28	70
LmxM.10.0910	175	213	366	352
LmxM.10.0920	145	490	437	481
LmxM.10.0935	24	68	78	108
LmxM.10.0940	137	265	350	357
LmxM.10.0945	95	125	266	260
LmxM.10.0950	502	829	1073	1171
LmxM.10.0960	4	11	4	8
LmxM.10.0970	248	311	339	953
LmxM.10.0980	91	323	184	391
LmxM.10.0990	87	101	129	553
LmxM.10.1000	9	42	34	49
LmxM.10.1010	24	29	30	57
LmxM.10.1020	20	26	18	28
LmxM.10.1030	12	107	317	479
LmxM.10.1040	1	13	16	31
LmxM.10.1050	16	13	25	50
LmxM.10.1060	2	5	5	10
LmxM.10.1070	7	13	6	17
LmxM.10.1080	3	8	14	1
LmxM.10.1085	49	111	147	235
LmxM.10.1090	35	57	51	70
LmxM.10.1100	246	1445	1051	1709
LmxM.10.1110	159	271	482	332
LmxM.10.1120	43	135	179	281
LmxM.10.1130	125	544	563	582
LmxM.10.1140	17	44	37	83
LmxM.10.1150	205	507	492	499
LmxM.10.1160	326	863	752	1056
LmxM.10.1170	13	1962	2215	2360
LmxM.10.1180	45	103	78	191
LmxM.10.1190	103	173	167	294
LmxM.10.1195	112	291	364	313
LmxM.10.1200	250	571	500	570
LmxM.10.1210	34	99	119	221
LmxM.10.1220	353	820	894	727
LmxM.10.1225	10546	19328	14997	12359
LmxM.10.1227	86	42	45	31
LmxM.10.1228	58	117	154	108
LmxM.10.1230	62	16	10	5
LmxM.10.1240	1025	3160	2455	2568
LmxM.10.1250	448	1294	1214	1074
LmxM.10.1260	725	1668	1865	2033
LmxM.10.1270	14	55	40	55
