ZT-8	1	0.26666812410845553
ZT-8	2	0.2629554173259065
ZT-8	3	0.27199381197425954
ZT-8	4	0.23991276481158585
ZT-8	5	0.23623060947698568
ZT-8	6	0.21558492299407078
ZT-8	7	0.19551571400666254
ZT-8	8	0.24066282709799347
ZT-8	9	0.19671438827653195
ZT-8	10	0.24107859284598168
ZT-8	11	0.21845305967312809
ZT-8	12	0.2720765235018371
ZT-8	13	0.2412739135943241
ZT-8	14	0.2325900587018033
ZT-8	15	0.22796570801131805
ZT-8	16	0.22376895139152836
ZT-8	17	0.21391317200895307
ZT-8	18	0.2804541999239833
ZT-8	19	0.27972042738291314
ZT-8	20	0.253346847417543
ZT-8	21	0.8526957045045426
ZT-8	22	0.09963997635035263
ZT-8	23	0.2483318552303729
ZT-8	24	0.2608165463068542
ZT-8	25	0.26063178343680055
ZT-8	26	0.25395920435829217
ZT-8	27	0.34098779509269816
ZT-8	28	0.27048228388023143
ZT-8	29	0.2912601883525487
ZT-8	30	0.2922895814857046
ZT-8	31	0.3167891380548165
ZT-8	32	0.30575615524304234
ZT-8	33	0.3184097723721441
ZT-8	34	0.29129867867455694
ZT-8	35	0.24203663622446286
ZT-8	36	0.24267154349503683
ZT-8	37	0.256364370147732
ZT-8	38	0.27403408421435993
ZT-8	39	0.2822355590513851
ZT-8	40	0.30347646488027796
ZT-8	41	0.29148584249054255
ZT-20	1	0.2386975497817751
ZT-20	2	0.24668536019662823
ZT-20	3	0.250025708703253
ZT-20	4	0.23975187211422808
ZT-20	5	0.2623606001656426
ZT-20	6	0.22568108320778435
ZT-20	7	0.19162940645928883
ZT-20	8	0.2050881039304955
ZT-20	9	0.20099113923443368
ZT-20	10	0.23231324989085955
ZT-20	11	0.24774642954803858
ZT-20	12	0.25583481652410445
ZT-20	13	0.223716340364697
ZT-20	14	0.21928835627281756
ZT-20	15	0.22015188513147227
ZT-20	16	0.21982086573565462
ZT-20	17	0.22319822304950418
ZT-20	18	0.2394805394176937
ZT-20	19	0.21851597768257638
ZT-20	20	0.14493852154264633
ZT-20	21	0.9048727014540866
ZT-20	22	0.059765791784002646
ZT-20	23	0.20045383238904854
ZT-20	24	0.21949464372238506
ZT-20	25	0.23586331297644006
ZT-20	26	0.2540310006860257
ZT-20	27	0.30798236482175323
ZT-20	28	0.2726064659121983
ZT-20	29	0.27133515953695664
ZT-20	30	0.2384538995524042
ZT-20	31	0.2733164785293144
ZT-20	32	0.26540559470752756
ZT-20	33	0.258861964911944
ZT-20	34	0.2720704642929104
ZT-20	35	0.251172965660171
ZT-20	36	0.24029675157859356
ZT-20	37	0.22744650526761812
ZT-20	38	0.24162086848827308
ZT-20	39	0.2578523901541517
ZT-20	40	0.2501897528560865
ZT-20	41	0.25926254472338034
ZT-8-Ribo-off	1	0.28851015969214183
ZT-8-Ribo-off	2	0.2952765529792031
ZT-8-Ribo-off	3	0.30147653855848444
ZT-8-Ribo-off	4	0.2761065164046169
ZT-8-Ribo-off	5	0.3236489008006514
ZT-8-Ribo-off	6	0.27935489836749106
ZT-8-Ribo-off	7	0.2749279248232792
ZT-8-Ribo-off	8	0.2835098984312951
ZT-8-Ribo-off	9	0.278668409175908
ZT-8-Ribo-off	10	0.28704396278585054
ZT-8-Ribo-off	11	0.27649194463353755
ZT-8-Ribo-off	12	0.31042785467564227
ZT-8-Ribo-off	13	0.2833119027809293
ZT-8-Ribo-off	14	0.24587146711040517
ZT-8-Ribo-off	15	0.28396742556034593
ZT-8-Ribo-off	16	0.2701846389162023
ZT-8-Ribo-off	17	0.27786602122885307
ZT-8-Ribo-off	18	0.2842237517753742
ZT-8-Ribo-off	19	0.23139113699585676
ZT-8-Ribo-off	20	0.19469446755582448
ZT-8-Ribo-off	21	0.8607344407232632
ZT-8-Ribo-off	22	0.08383127852154401
ZT-8-Ribo-off	23	0.24278714839186816
ZT-8-Ribo-off	24	0.27768533225760367
ZT-8-Ribo-off	25	0.2762566287640034
ZT-8-Ribo-off	26	0.30009496676163344
ZT-8-Ribo-off	27	0.3383421996991319
ZT-8-Ribo-off	28	0.3267402869172781
ZT-8-Ribo-off	29	0.3064989200682416
ZT-8-Ribo-off	30	0.24472430224642613
ZT-8-Ribo-off	31	0.23465614468564322
ZT-8-Ribo-off	32	0.28134113237358077
ZT-8-Ribo-off	33	0.3005836698504477
ZT-8-Ribo-off	34	0.30097405598930976
ZT-8-Ribo-off	35	0.29113753834516953
ZT-8-Ribo-off	36	0.26233369003783313
ZT-8-Ribo-off	37	0.23468688408048938
ZT-8-Ribo-off	38	0.2811278832520663
ZT-8-Ribo-off	39	0.3107040892519875
ZT-8-Ribo-off	40	0.29065260923277275
ZT-8-Ribo-off	41	0.30682627451158273
ZT-20-Ribo-off	1	0.3566526246035878
ZT-20-Ribo-off	2	0.28587181254307376
ZT-20-Ribo-off	3	0.3817497606270458
ZT-20-Ribo-off	4	0.2772509300475238
ZT-20-Ribo-off	5	0.39410093132272717
ZT-20-Ribo-off	6	0.35421095666394115
ZT-20-Ribo-off	7	0.28268023956991883
ZT-20-Ribo-off	8	0.36682882956543067
ZT-20-Ribo-off	9	0.25387351293896404
ZT-20-Ribo-off	10	0.2717071376011773
ZT-20-Ribo-off	11	0.28570844575259585
ZT-20-Ribo-off	12	0.37691112746300387
ZT-20-Ribo-off	13	0.356246423023465
ZT-20-Ribo-off	14	0.27356716539939496
ZT-20-Ribo-off	15	0.2874867140871556
ZT-20-Ribo-off	16	0.3670795519581391
ZT-20-Ribo-off	17	0.37864851606573463
ZT-20-Ribo-off	18	0.34633308805494234
ZT-20-Ribo-off	19	0.2487122884473878
ZT-20-Ribo-off	20	0.21639686043659553
ZT-20-Ribo-off	21	0.8590029229605707
ZT-20-Ribo-off	22	0.06949554410923064
ZT-20-Ribo-off	23	0.19873681628648515
ZT-20-Ribo-off	24	0.3089281334314447
ZT-20-Ribo-off	25	0.2742416809745728
ZT-20-Ribo-off	26	0.33049219197122065
ZT-20-Ribo-off	27	0.3671204316899681
ZT-20-Ribo-off	28	0.36045703540184776
ZT-20-Ribo-off	29	0.3741313056986346
ZT-20-Ribo-off	30	0.25061319597743437
ZT-20-Ribo-off	31	0.22181342490393263
ZT-20-Ribo-off	32	0.32029269887989537
ZT-20-Ribo-off	33	0.3359565030762627
ZT-20-Ribo-off	34	0.31825521738241724
ZT-20-Ribo-off	35	0.2978210212174482
ZT-20-Ribo-off	36	0.24510425832327243
ZT-20-Ribo-off	37	0.21719081051888164
ZT-20-Ribo-off	38	0.2969579398409687
ZT-20-Ribo-off	39	0.3547058179029254
ZT-20-Ribo-off	40	0.27685894850073955
ZT-20-Ribo-off	41	0.24455527086383602
