3	41	26
2	64	26
2	64	95
2	0	1
2	42	0
3	80	110
2	110	0
2	51	53
2	2	275
2	2	71
2	53	3
2	1	0
2	1	68
2	24	1
2	40	14
2	30	275
2	30	189
2	0	15
2	275	0
2	275	39
2	275	280
2	189	66
2	189	280
2	48	66
2	48	0
2	0	39
2	0	137
2	66	39
2	0	1
3	39	82
2	39	1
3	107	46
2	280	46
2	280	37
2	280	49
2	34	3
2	37	44
2	40	429
2	137	1179
2	11	429
2	2	184
2	7	660
2	429	42
2	429	22
3	429	24
2	429	2
2	429	660
2	429	348
5	22	24
2	22	31
2	24	2
2	84	2
2	84	184
2	23	1
2	2	190
2	46	2
3	46	122
5	46	184
2	46	190
2	46	116
3	1	122
4	1	184
6	184	116
2	184	679
3	184	348
2	190	660
2	11	165
4	25	660
2	25	778
2	25	251
2	165	348
3	165	249
6	660	0
6	660	15
3	660	95
4	660	679
2	660	348
4	660	778
2	660	11
2	15	14
2	0	14
2	0	1179
3	95	679
3	95	348
3	95	14
2	19	778
3	679	30
2	679	0
2	679	50
2	679	249
2	679	42
9	679	778
2	679	251
3	679	134
2	679	415
2	679	377
2	348	0
2	348	241
3	14	30
2	14	0
3	14	50
3	14	249
2	14	778
2	14	121
2	14	1179
2	0	249
11	249	778
2	42	778
2	6	778
2	778	9
3	778	1
7	778	11
8	778	121
2	778	241
3	778	1179
3	778	0
2	778	202
2	778	436
2	71	790
5	44	1
7	44	11
2	1	121
2	11	8
2	11	121
2	11	816
2	11	121
2	11	241
7	11	1179
4	121	241
13	121	1179
2	121	0
2	121	251
2	121	3
5	105	241
4	105	1179
2	241	77
3	241	68
2	1179	39
6	1179	23
4	1179	1
7	1179	14
3	1179	24
3	1179	77
3	1179	68
2	1179	214
3	1179	0
2	1179	99
2	1179	540
3	1179	120
2	0	23
2	0	21
2	24	540
2	7	540
2	77	0
2	68	1
2	68	251
2	0	1
3	1	16
3	1	540
2	3	540
2	99	0
2	540	0
4	540	28
2	540	120
2	540	70
2	540	2
2	540	131
2	34	28
4	3	120
2	34	120
5	120	14
4	120	1
2	120	31
2	120	16
5	120	759
6	120	251
2	120	21
2	120	3
3	120	60
2	70	133
2	70	251
3	14	759
7	14	251
2	1	759
2	1	251
2	1	2
2	1	1
2	133	1162
4	759	23
2	759	202
12	251	23
4	251	3
2	251	9
4	251	119
6	251	60
3	251	2
3	251	137
6	251	206
3	251	202
2	251	163
2	251	113
2	251	145
2	251	553
2	251	773
2	251	153
2	21	60
2	60	8
2	60	23
2	23	130
2	2	0
2	131	130
2	0	130
2	0	1162
3	130	788
3	137	95
2	137	163
2	137	553
2	206	95
2	206	0
2	206	163
2	202	131
7	202	95
3	202	163
4	202	1305
2	202	788
3	202	553
2	202	186
2	11	131
2	131	1305
3	95	163
2	95	1305
2	72	1305
3	72	788
2	11	788
2	9	446
6	9	1305
2	9	788
2	0	3
2	39	1305
9	22	1305
63	446	1305
4	446	113
5	446	41
2	446	207
3	446	788
2	446	214
2	446	773
17	1305	41
4	1305	16
6	1305	207
8	1305	788
5	1305	145
6	1305	113
3	1305	214
3	1305	154
3	1305	1162
4	1305	553
2	1305	146
2	1305	0
2	1305	2913
2	1305	5
2	1305	202
2	1305	124
2	113	41
2	113	207
11	113	788
2	113	214
2	113	154
3	41	207
2	41	788
3	16	788
6	207	788
7	788	145
6	788	113
2	788	10
3	788	214
5	788	154
3	788	1162
7	145	113
3	145	1162
2	145	553
3	113	154
2	113	1162
2	118	553
6	214	1162
5	214	553
2	214	186
2	154	118
7	154	1162
5	154	553
17	118	1162
2	118	790
3	69	71
11	69	1162
4	29	1162
6	0	1162
2	71	2
11	1162	116
7	1162	109
2	1162	5
3	1162	1
2	1162	2
3	1162	3
2	1162	553
6	1162	146
2	1162	5
2	47	109
3	47	553
2	47	0
2	116	553
2	109	773
2	3	131
4	3	553
3	3	146
2	23	553
2	23	146
7	131	553
4	131	146
2	131	790
3	553	26
4	553	55
3	553	5
2	553	74
2	553	773
2	553	0
5	553	790
2	553	36
2	553	223
2	553	174
3	146	26
2	146	0
4	146	186
2	146	790
2	55	0
2	55	186
2	29	186
6	0	186
2	0	5
2	186	50
2	186	74
3	186	773
3	186	436
2	186	328
2	186	171
2	5	74
3	5	773
4	5	436
2	2	74
4	2	773
2	773	0
17	773	436
2	773	13
6	773	328
2	773	21
2	773	43
4	773	59
3	773	790
3	773	313
2	773	227
2	773	25
3	436	24
2	436	0
2	436	77
2	436	185
2	328	21
2	328	43
2	185	790
3	59	7
2	15	790
6	790	25
4	790	29
3	790	8
2	790	36
3	790	39
5	790	112
3	790	313
2	790	27
4	790	2913
2	790	115
2	790	223
2	790	211
2	45	8
2	29	39
2	29	36
2	8	39
3	112	313
3	36	313
2	313	41
3	313	29
2	313	61
3	23	0
2	0	39
2	0	25
2	9	201
2	22	201
2	201	45
2	201	55
3	201	51
4	201	34
3	201	164
2	201	13
2	201	97
2	201	227
2	201	2913
2	201	1287
2	45	164
3	55	34
4	55	164
5	51	164
2	164	13
2	24	13
2	7	2913
4	137	97
2	137	7
3	137	65
2	137	2913
2	97	109
2	7	153
4	65	153
2	65	3
2	65	803
2	153	3
3	153	227
2	153	2913
3	3	2913
4	227	27
6	227	322
2	227	188
5	227	2913
2	227	223
6	27	322
2	27	223
2	27	0
5	27	2913
2	322	167
2	322	272
5	322	2913
2	223	123
3	223	167
2	223	188
2	223	272
5	223	2913
2	223	378
2	223	37
8	51	2913
2	123	188
4	123	2913
2	0	2913
2	0	167
6	0	2913
2	0	19
2	167	2913
2	167	2
33	188	2913
2	188	2
33	272	2913
2	272	24
16	2913	2
7	2913	24
3	2913	48
4	2913	22
9	2913	378
7	2913	38
3	2913	0
2	2913	0
2	2913	98
3	2913	8
3	2913	0
2	2913	0
2	2913	152
3	2913	39
2	2913	18
2	2913	129
2	2913	8
4	2913	135
2	2913	7
2	2913	0
2	2913	185
2	2913	282
2	2913	907
2	2913	127
2	2913	0
2	2913	138
3	24	378
2	48	98
2	378	0
2	378	0
3	378	98
2	378	152
2	378	39
2	378	37
2	378	1287
3	38	152
2	38	122
2	69	19
3	0	19
2	19	129
2	39	18
2	14	0
2	0	18
4	0	129
2	62	8
2	62	403
2	129	8
2	0	135
2	55	7
2	135	0
2	135	45
2	0	495
2	92	5
3	7	45
2	7	116
2	7	114
2	7	155
2	99	36
4	36	5
2	36	31
5	36	574
2	2	4
2	2	37
5	5	574
4	5	37
2	13	574
4	574	4
4	574	109
5	574	116
2	574	0
7	574	114
2	574	1
3	574	37
4	574	147
2	574	145
2	574	55
3	574	287
3	574	495
2	574	62
3	574	282
3	25	4
2	25	37
2	4	495
2	109	37
2	109	147
3	109	495
2	116	3
2	116	1
2	116	37
2	116	145
2	116	89
2	0	0
3	0	37
2	0	145
6	114	37
2	114	495
3	1	37
2	1	147
2	37	14
3	37	213
2	37	287
4	37	495
2	37	62
2	37	98
2	37	282
2	37	89
2	37	155
2	37	146
3	147	55
2	147	213
3	147	287
2	147	495
2	147	510
2	145	14
3	145	56
3	145	55
2	145	213
3	145	287
4	145	495
3	145	20
2	145	619
2	14	55
2	14	213
4	56	213
5	55	495
2	55	98
5	213	20
2	213	89
2	213	438
2	213	1609
3	287	20
3	287	0
2	287	24
3	287	98
2	287	185
2	495	0
2	495	24
2	495	62
2	495	98
4	495	115
3	495	89
3	495	185
2	495	287
2	495	75
2	495	757
2	495	45
2	20	466
2	98	146
2	98	593
2	115	0
2	89	134
10	185	438
3	185	593
2	185	619
2	1	134
4	438	46
2	438	134
4	438	146
2	438	115
2	438	38
2	438	282
2	438	122
2	438	466
2	438	4
4	146	25
2	146	115
3	146	282
2	146	115
2	115	836
2	282	16
2	282	60
5	282	836
4	122	0
9	122	593
3	0	836
2	0	466
2	0	619
8	593	33
7	593	836
2	593	466
2	593	1287
2	593	89
2	33	836
2	33	619
2	33	223
4	33	836
5	15	836
22	836	466
4	836	1
4	836	16
11	836	619
2	836	197
7	836	252
2	466	0
4	466	16
4	466	16
8	466	619
2	466	88
2	466	1287
3	1	16
5	1	619
7	16	619
3	16	223
2	16	6
2	16	197
2	16	166
2	16	31
10	619	223
4	619	197
2	619	166
2	619	122
4	1	1287
2	223	251
2	223	0
6	6	166
2	6	1287
13	197	166
3	197	36
2	197	31
2	197	251
2	197	1287
3	166	1287
2	31	177
2	0	89
2	177	122
2	177	1287
2	89	1287
4	157	1287
3	157	75
2	157	851
2	122	48
2	29	75
2	8	1287
2	48	251
4	48	1287
3	88	251
8	88	1287
2	88	907
8	287	251
9	287	1287
2	88	37
7	88	1287
13	37	1287
12	1287	178
2	1287	110
4	1287	2
5	1287	75
2	1287	2
2	1287	208
3	1287	50
4	1287	171
2	1287	17
3	1287	202
3	1287	60
2	1287	235
2	1287	0
2	1287	816
2	1287	45
2	1287	99
2	178	75
2	178	208
2	110	75
4	2	75
4	11	75
2	16	75
2	28	75
6	0	75
5	75	0
2	75	119
2	75	171
2	75	343
2	119	208
2	171	208
3	208	51
2	208	907
3	26	62
2	0	907
3	202	1
2	202	4
3	202	907
2	0	907
3	60	42
2	60	1
3	1	907
2	1	510
5	115	907
2	4	35
3	4	42
2	46	34
8	46	907
8	35	907
8	85	907
2	85	530
2	85	851
3	42	34
15	42	907
5	8	907
2	907	13
7	907	155
2	907	238
2	907	1
2	907	5
2	46	0
3	46	235
2	0	530
3	0	155
2	0	238
2	0	146
2	530	2
2	530	23
5	155	2
2	155	10
2	155	147
3	155	238
2	155	193
3	155	278
2	155	851
3	147	49
2	147	12
2	238	19
2	238	146
2	238	235
6	146	235
2	146	193
2	146	357
5	235	193
4	235	757
3	235	357
2	193	134
2	193	343
3	0	757
5	757	0
5	757	357
4	757	278
3	757	306
2	757	29
2	757	129
9	757	107
17	757	713
3	757	35
4	757	145
5	757	99
2	0	357
2	0	17
3	175	357
2	357	17
2	357	172
2	278	17
2	278	3173
3	134	68
2	134	510
2	68	36
3	68	1
2	68	764
5	172	84
2	172	92
2	172	122
2	116	1
3	92	564
2	0	59
2	0	1
2	1	43
2	1	510
2	59	66
2	59	9
2	27	1
3	27	314
3	27	1
2	43	216
3	43	314
2	1	314
2	1	3
2	1	148
3	1	1
3	1	510
3	1	1
2	1	56
2	1	249
3	216	314
2	216	66
2	216	148
3	216	1
3	216	510
3	216	1
2	216	564
5	1	314
3	1	148
3	1	510
3	1	564
2	1	50
6	314	1
10	314	510
2	314	1
2	314	564
2	314	249
2	314	0
4	66	1
8	66	510
2	66	270
3	66	564
2	3	510
4	148	270
3	148	1
3	148	564
2	148	249
4	1	270
4	1	1
5	1	564
2	1	50
2	1	56
2	1	1
2	1	225
9	510	564
5	510	56
2	510	50
5	510	249
2	510	65
2	270	50
3	1	50
2	1	10
2	1	529
11	564	50
9	564	56
8	564	249
4	564	0
3	564	63
2	564	124
3	564	0
2	564	10
2	564	549
8	56	50
4	56	56
2	56	249
2	249	63
2	249	400
3	63	122
2	63	223
3	2	122
3	122	124
2	5	10
2	1	10
2	1	337
2	1	37
2	124	8
2	12	32
2	110	32
2	110	28
2	110	0
2	337	0
2	337	0
2	337	223
2	32	26
2	0	0
2	28	7
4	28	0
3	12	0
3	37	0
2	37	223
2	26	0
2	0	0
2	0	47
2	0	42
5	0	17
3	0	0
8	0	223
3	0	68
2	0	400
2	0	0
2	0	198
2	47	42
2	47	17
2	47	223
2	0	0
3	0	223
2	42	27
8	42	223
6	17	223
2	17	292
5	17	223
6	0	223
2	0	68
2	27	106
2	27	68
2	223	106
9	223	292
4	223	68
9	223	134
4	223	3
2	223	400
2	223	53
2	18	400
3	106	134
3	106	400
5	292	134
4	292	3
8	292	400
3	292	395
4	68	134
3	68	3
11	68	400
2	68	13
2	68	395
7	83	400
14	134	400
2	134	395
14	3	400
3	400	182
3	400	0
3	400	13
3	400	57
5	400	395
5	400	89
2	400	108
2	400	127
2	400	14
4	182	395
2	182	53
3	0	395
3	13	395
2	13	53
7	395	53
5	395	8
3	395	1
10	395	89
2	395	167
3	395	108
2	395	18
5	395	6
2	395	127
2	30	89
2	53	89
3	53	167
2	89	1
4	89	136
2	89	225
2	167	3
2	167	136
2	108	3
2	108	29
2	3	231
4	136	6
2	136	101
2	136	231
2	136	287
2	6	6
2	49	0
2	18	62
2	18	101
2	18	4
2	0	10
2	0	287
2	101	287
3	101	0
2	101	12
2	101	127
6	225	287
3	225	127
2	225	180
5	231	0
5	231	12
4	231	0
9	231	127
2	231	851
2	287	1
4	287	127
3	287	56
5	287	89
2	0	127
3	12	127
2	12	168
3	12	88
4	0	127
2	0	168
2	0	89
2	127	180
3	127	56
5	127	168
3	127	89
3	127	80
5	127	48
2	127	138
3	127	211
5	180	89
4	180	10
2	180	48
3	180	88
2	180	50
2	180	851
2	180	44
2	56	48
2	56	10
2	56	211
5	168	10
5	89	80
5	89	48
3	89	10
2	89	29
3	89	88
2	0	30
2	48	29
2	48	88
3	10	48
4	10	29
3	10	88
2	10	0
2	10	211
2	26	30
2	29	30
3	88	0
3	0	0
2	2	211
3	15	211
2	15	50
2	15	138
2	50	1
2	138	211
2	14	62
4	14	225
2	0	211
3	62	211
2	225	2
2	225	190
2	225	108
2	211	0
6	211	41
2	211	43
2	211	65
3	211	190
2	211	10
2	211	4
2	211	198
2	211	84
2	211	851
2	4	9
2	4	65
2	12	79
2	12	10
2	41	34
2	41	190
3	79	9
3	79	65
2	34	2
2	34	65
2	35	1
2	45	65
2	99	1
2	1	65
2	43	237
2	0	124
3	1	190
2	2	190
2	2	0
3	65	190
2	65	51
2	1	77
2	9	14
2	0	14
3	0	190
2	190	28
4	190	4
2	190	8
2	190	94
2	190	851
2	190	816
2	190	33
2	45	198
2	45	8
2	45	28
2	42	4
14	10	4
13	10	198
6	10	38
16	10	8
2	10	362
2	10	94
2	10	72
2	10	24
2	10	851
3	60	38
2	60	8
2	60	124
2	60	362
4	4	8
2	4	124
5	4	362
2	4	851
5	198	8
2	198	28
2	198	51
3	198	362
2	8	124
7	8	362
2	8	127
2	28	84
6	0	362
3	0	94
4	51	124
5	51	362
2	124	84
2	362	63
5	362	84
2	94	21
2	94	41
2	6	816
2	72	51
2	72	22
2	72	816
2	35	18
2	36	105
2	66	1
3	105	1
2	105	2
2	41	84
2	0	84
2	1	15
2	1	100
2	64	84
2	1	45
2	34	25
2	15	100
2	15	84
2	45	84
2	25	84
2	100	108
2	100	191
2	100	18
10	84	191
3	84	77
2	108	18
2	191	18
3	191	851
3	77	18
2	77	1
2	18	180
2	18	851
4	6	4
3	0	4
2	0	23
3	44	252
5	252	213
3	252	851
2	8	213
2	0	1
3	0	213
2	1	213
4	213	0
4	213	1
2	213	50
3	213	851
2	1	262
2	180	2
2	180	0
3	180	50
5	180	195
2	169	0
2	169	195
4	0	851
2	195	44
2	195	851
2	195	1
3	32	851
2	32	149
3	92	29
3	92	95
2	92	851
2	0	851
2	19	851
3	11	851
4	26	851
2	95	15
3	0	851
3	63	851
2	28	851
3	28	851
6	0	851
3	851	0
6	851	29
7	851	0
3	851	18
2	851	111
2	851	17
5	851	89
3	851	29
3	851	10
8	851	303
4	851	67
2	851	0
4	851	174
3	851	35
3	851	25
2	851	44
2	851	0
2	851	1
2	851	0
2	851	237
4	851	389
3	851	816
3	851	34
2	851	354
2	851	14
2	851	342
2	851	11
2	149	111
3	149	303
2	0	303
2	111	89
4	111	303
2	0	89
2	17	1
2	89	303
2	89	1
2	89	262
3	10	303
5	303	67
2	303	17
2	303	1
3	303	35
2	174	35
3	174	46
3	130	35
2	35	161
2	46	389
2	25	39
3	44	46
3	44	237
2	46	4
2	39	8
3	8	237
2	8	262
2	1	397
4	0	389
2	0	125
7	237	389
2	237	161
2	237	130
2	237	816
2	237	225
2	389	69
3	389	154
2	389	0
6	389	161
2	389	44
2	389	816
2	389	14
2	389	764
5	262	69
3	262	0
2	262	0
2	262	154
4	262	0
6	262	51
3	262	225
2	262	350
2	262	764
2	262	237
4	69	161
2	154	161
2	0	1
2	32	161
2	0	161
2	0	816
8	161	44
5	161	6
2	161	0
3	161	130
2	161	1
2	161	21
6	161	816
2	161	350
2	161	0
2	161	124
2	7	44
2	7	6
4	2	44
3	2	6
3	2	1
4	1	44
2	1	130
3	1	1
2	1	816
2	1	529
2	16	6
2	16	816
3	44	816
2	6	816
2	2	130
2	0	225
3	130	1
2	130	816
2	30	225
3	1	0
4	1	13
15	1	816
3	1	225
2	1	34
3	1	764
4	21	225
6	115	816
2	115	14
5	3	816
5	0	816
3	13	816
3	1	816
18	816	153
2	816	9
2	816	38
2	816	1
5	816	350
2	816	34
2	816	354
2	816	43
4	816	56
7	816	14
2	816	5
3	816	87
2	816	237
2	816	1
2	816	185
2	816	120
2	816	53
2	816	549
2	225	354
2	225	56
2	225	764
2	225	187
2	153	0
2	153	0
2	0	0
3	41	27
3	9	24
2	9	350
3	38	350
2	27	11
2	1	16
2	11	350
2	2	350
13	350	354
3	350	56
2	350	14
2	350	104
4	350	2
9	350	764
2	350	409
2	0	43
3	0	14
2	0	2
3	0	5
4	34	43
2	34	56
2	34	14
3	34	2
5	34	764
3	34	5
3	172	14
2	354	56
7	354	14
2	354	104
8	354	2
4	354	0
7	354	764
4	354	5
2	354	0
2	354	370
5	354	124
2	354	253
2	354	397
2	43	0
3	43	764
2	43	62
6	56	764
2	56	5
2	56	0
2	56	53
4	14	62
4	14	237
2	104	1
3	104	237
2	2	237
2	2	342
2	764	21
2	764	1
4	764	87
5	764	237
3	764	1
4	764	370
4	764	124
3	764	9
2	764	342
2	764	397
2	5	53
2	5	237
2	62	1
2	62	87
3	62	124
2	62	9
2	0	87
2	0	1
2	0	124
2	1	9
3	53	237
2	53	1
2	53	370
4	53	124
10	87	237
9	87	1
3	87	124
2	87	46
2	237	0
6	237	370
4	237	124
4	1	0
5	1	370
9	1	124
2	1	397
2	1	6
3	0	370
2	370	342
2	370	7
2	370	99
2	124	28
2	9	0
2	0	9
2	11	48
2	30	0
2	19	0
2	1	27
2	0	46
2	38	397
4	342	253
19	342	397
2	342	31
5	0	253
2	253	185
3	253	529
3	397	185
2	397	45
3	397	199
2	397	200
2	397	236
2	397	81
2	397	207
2	0	31
2	0	1068
2	185	46
3	185	1
2	38	45
2	1	99
3	1	199
2	99	33
3	99	529
2	16	529
2	120	199
8	120	529
2	199	32
3	199	29
3	199	314
2	199	0
3	199	236
3	199	89
3	529	29
12	529	314
3	529	14
3	529	0
3	529	200
3	529	1
3	529	127
2	3	314
2	0	0
2	32	314
2	32	21
2	32	1
2	29	21
2	29	0
3	29	236
6	314	200
3	314	127
2	314	236
2	314	5
2	14	1
2	200	127
2	200	236
2	200	81
2	23	81
2	18	89
2	18	799
2	18	99
2	9	81
2	9	10
2	236	10
2	236	0
3	236	89
2	236	409
5	81	89
3	81	20
2	81	849
2	10	53
2	89	98
2	98	1
2	98	15
2	53	161
2	53	122
2	53	1757
2	53	8
2	1	799
4	161	127
2	161	12
7	161	799
2	127	243
2	68	115
2	162	799
2	243	799
2	22	409
7	115	799
2	115	409
5	70	799
2	70	409
17	92	799
2	92	409
2	92	50
7	27	799
10	58	799
6	58	409
24	799	409
4	799	0
3	799	37
2	799	21
2	799	25
2	799	196
3	799	185
2	799	35
2	799	85
2	799	46
2	799	10
2	799	0
2	799	2155
2	409	0
2	409	25
2	409	77
5	409	8
2	409	195
2	409	12
3	409	185
2	0	8
3	0	8
3	8	37
2	8	21
2	50	185
2	0	25
3	28	0
2	139	0
3	195	196
2	25	19
3	12	185
2	19	1
2	19	185
2	19	0
2	1	69
2	185	141
2	185	257
2	185	34
2	185	1068
2	41	39
2	141	48
4	141	257
2	86	257
2	86	590
2	48	257
2	257	0
2	257	6
2	257	0
3	257	0
2	257	701
2	257	10
2	34	0
2	34	0
2	0	22
2	6	415
2	6	204
2	6	1068
2	138	32
2	85	1
3	85	415
2	85	0
2	17	4
3	17	415
3	28	4
2	28	415
2	28	0
2	50	4
10	50	415
2	50	0
6	25	415
21	4	415
3	4	0
2	4	50
2	4	157
2	4	204
3	4	99
2	4	12
2	415	33
2	415	204
2	415	160
2	50	11
2	50	76
3	50	0
2	50	9
2	11	204
2	76	204
2	0	204
2	33	204
4	204	99
2	204	11
2	204	97
3	25	99
2	99	38
2	99	60
2	99	97
2	60	3173
2	52	28
2	44	10
2	5	0
2	97	6
4	160	701
2	160	288
2	0	6
2	20	701
2	87	10
3	87	6
2	87	46
7	87	701
2	87	25
2	87	130
2	0	6
4	10	6
3	10	701
3	6	46
12	6	701
2	6	266
3	1	701
4	65	701
2	46	2
2	46	25
2	701	0
2	701	0
3	701	44
2	701	27
10	701	25
4	701	590
2	701	99
2	701	150
2	44	590
2	23	590
2	27	1289
2	0	25
2	25	29
2	25	8
3	25	590
4	25	1068
2	25	249
2	154	13
2	29	590
3	29	590
4	8	590
2	8	128
2	1	590
3	51	590
2	590	17
4	590	29
3	590	14
2	590	37
2	590	128
5	590	175
2	16	29
2	128	24
2	128	54
3	128	1068
4	128	10
3	175	1068
3	45	1068
3	56	1068
5	2	1068
4	3	10
29	1068	10
4	1068	96
3	1068	51
3	1068	46
4	1068	0
2	1068	37
3	1068	0
2	1068	30
2	1068	1
6	1068	1289
2	1068	249
2	1068	211
3	1068	83
2	1068	774
2	1068	463
2	1068	204
3	1068	549
2	1068	123
2	1068	1609
2	1068	154
2	1068	249
3	10	46
3	10	85
2	10	37
2	10	891
2	96	0
2	96	46
4	12	51
2	0	249
2	14	9
2	117	1289
2	0	10
2	22	1289
2	22	323
2	21	5
2	3	1289
2	37	1289
6	12	1289
2	12	323
2	12	226
2	5	1289
2	2	1
2	2	1289
2	2	1203
3	46	0
7	46	1289
5	27	1289
2	1	1289
2	0	1289
12	1289	65
13	1289	109
23	1289	323
17	1289	226
21	1289	249
3	1289	211
3	1289	110
2	1289	279
2	1289	14
2	1289	53
3	1289	122
2	1289	4
2	1289	118
4	1289	1203
2	1289	774
2	1289	1000
2	1289	194
4	65	323
3	65	249
3	65	211
2	109	211
2	109	110
2	109	849
5	323	211
2	323	110
2	323	279
2	323	14
2	323	4
13	226	211
2	226	110
2	226	40
3	226	279
2	226	549
2	226	1
3	249	40
4	249	279
2	249	439
2	249	1203
2	249	774
2	249	3173
2	211	40
2	211	891
4	110	279
2	110	1000
2	0	14
3	40	6
2	40	279
2	13	14
2	13	53
3	136	14
2	136	0
2	136	21
3	279	3
5	279	0
8	279	14
7	279	53
3	279	122
2	279	4
9	279	55
2	279	59
2	0	122
2	0	55
4	14	122
2	14	55
3	53	55
2	53	20
2	53	1203
2	21	59
2	4	6
2	4	463
2	6	19
2	2	19
2	2	41
2	10	803
2	19	1203
2	26	0
3	26	288
2	26	95
2	26	10
2	26	774
2	0	87
2	0	288
3	0	118
2	42	3
3	42	87
2	42	118
2	42	42
2	3	288
2	3	118
3	3	1203
2	29	288
2	29	401
3	87	1203
2	288	0
2	288	95
6	288	83
2	288	401
2	288	0
3	288	1203
2	288	120
2	118	83
2	118	0
2	118	401
3	118	1203
2	95	1203
2	0	115
2	0	463
2	0	401
2	0	15
2	0	401
3	11	401
3	115	9
4	115	1203
7	401	0
4	401	9
8	401	439
2	401	35
2	401	1203
2	401	17
2	401	42
3	401	2133
2	401	154
2	401	343
4	0	9
7	0	439
3	0	1203
3	61	9
2	61	6
6	61	439
2	61	774
13	9	439
2	9	0
4	9	1203
2	9	774
2	6	83
3	439	35
5	439	83
2	439	49
2	439	10
8	439	1203
3	439	774
2	439	86
2	439	2133
2	439	110
2	439	1609
2	439	2155
2	28	2
4	35	1203
5	83	0
6	83	1203
2	83	2
2	83	1
2	83	2133
2	49	39
2	49	2
2	49	30
5	49	1203
2	49	2
5	49	774
2	0	1203
2	0	204
2	10	1203
3	39	1203
5	2	1203
2	56	23
2	56	1203
2	1	1203
6	80	1203
2	30	31
2	30	1203
3	41	1203
2	10	1203
3	31	774
14	1203	2
9	1203	25
7	1203	17
8	1203	10
3	1203	0
6	1203	1
3	1203	0
6	1203	0
3	1203	0
4	1203	10
2	1203	1
2	1203	15
5	1203	42
13	1203	774
2	1203	11
3	1203	86
2	1203	9
