4.44e-20	1.51e-19	19.35	18.82
2.38e-13	6.14e-13	12.62	12.21
3.6e-05	3.85e-05	4.44	4.41
2.46e-10	4.95e-10	9.61	9.31
1.47e-12	3.58e-12	11.83	11.45
9.48e-13	2.35e-12	12.02	11.63
5.61e-06	6.39e-06	5.25	5.19
0.000607	0.000617	3.22	3.21
0	0	1000	1000
4.8e-10	9.32e-10	9.32	9.03
1.31e-06	1.6e-06	5.88	5.8
5.12e-05	5.43e-05	4.29	4.27
3.12e-05	3.35e-05	4.51	4.47
4.47e-12	1.06e-11	11.35	10.98
0	0	1000	1000
9.79e-13	2.42e-12	12.01	11.62
4.47e-05	4.76e-05	4.35	4.32
0	0	1000	1000
3.49e-07	4.58e-07	6.46	6.34
9.53e-08	1.35e-07	7.02	6.87
0	0	1000	1000
0	0	1000	1000
2.88e-07	3.82e-07	6.54	6.42
6.34e-07	8.04e-07	6.2	6.09
2.71e-07	3.62e-07	6.57	6.44
4.87e-08	7.2e-08	7.31	7.14
1.26e-05	1.39e-05	4.9	4.86
3.41e-06	3.97e-06	5.47	5.4
3.69e-10	7.25e-10	9.43	9.14
2.59e-12	6.23e-12	11.59	11.21
8.3e-18	2.64e-17	17.08	16.58
3.69e-11	8.05e-11	10.43	10.09
0	0	1000	1000
0	0	1000	1000
6.09e-42	2.65e-41	41.22	40.58
3.18e-07	4.19e-07	6.5	6.38
1.08e-13	2.85e-13	12.97	12.55
8.55e-07	1.07e-06	6.07	5.97
3.67e-06	4.26e-06	5.44	5.37
7.49e-12	1.74e-11	11.13	10.76
2.05e-05	2.23e-05	4.69	4.65
1.29e-06	1.58e-06	5.89	5.8
0.000103	0.000108	3.99	3.97
1.22e-06	1.5e-06	5.91	5.82
9.39e-11	1.97e-10	10.03	9.71
0	0	1000	1000
3.78e-06	4.38e-06	5.42	5.36
2.19e-05	2.38e-05	4.66	4.62
1.54e-07	2.12e-07	6.81	6.67
6.61e-07	8.36e-07	6.18	6.08
7.18e-05	7.55e-05	4.14	4.12
3.85e-15	1.1e-14	14.41	13.96
4.46e-07	5.78e-07	6.35	6.24
1.34e-20	4.62e-20	19.87	19.34
4.27e-13	1.08e-12	12.37	11.97
1.55e-11	3.51e-11	10.81	10.45
2.68e-06	3.15e-06	5.57	5.5
2.53e-09	4.48e-09	8.6	8.35
1.56e-13	4.07e-13	12.81	12.39
1.38e-06	1.68e-06	5.86	5.77
1.49e-06	1.81e-06	5.83	5.74
4.64e-05	4.93e-05	4.33	4.31
2.77e-05	2.99e-05	4.56	4.52
0.000104	0.000109	3.98	3.96
9.34e-05	9.76e-05	4.03	4.01
3.78e-10	7.43e-10	9.42	9.13
4.11e-09	7.07e-09	8.39	8.15
3.49e-09	6.07e-09	8.46	8.22
2.83e-10	5.65e-10	9.55	9.25
3.89e-09	6.73e-09	8.41	8.17
1.22e-10	2.53e-10	9.91	9.6
5.46e-07	7e-07	6.26	6.15
6.25e-11	1.34e-10	10.2	9.87
1.22e-06	1.49e-06	5.91	5.83
0	0	1000	1000
0	0	1000	1000
0	0	1000	1000
9.88e-09	1.61e-08	8.01	7.79
6.34e-08	9.22e-08	7.2	7.04
2.71e-07	3.62e-07	6.57	6.44
4.07e-07	5.3e-07	6.39	6.28
9.39e-11	1.97e-10	10.03	9.71
3.42e-15	9.79e-15	14.47	14.01
3.25e-09	5.67e-09	8.49	8.25
2.14e-08	3.32e-08	7.67	7.48
1.28e-06	1.56e-06	5.89	5.81
7.02e-06	7.93e-06	5.15	5.1
0.00113	0.00114	2.95	2.94
0.000224	0.00023	3.65	3.64
1.81e-07	2.46e-07	6.74	6.61
5.31e-13	1.34e-12	12.27	11.87
1.11e-14	3.09e-14	13.96	13.51
1.01e-18	3.3e-18	18	17.48
1.42e-08	2.26e-08	7.85	7.65
2.94e-10	5.85e-10	9.53	9.23
1.21e-06	1.49e-06	5.92	5.83
5.44e-14	1.46e-13	13.26	12.84
