2	57113094
2	14970855
2	232140638
2	59754174
2	150241327
2	13628
2	148863856
2	217622726
2	141329
10	133564
2	94078
2	134741
2	387205
2	224589
2	131243
5	104411
2	24352
3	97714
2	88376
2	767760
2	231843704
2	82250
2	177759169
2	31680
2	33185
3	24717
2	22889
2	145365115
2	87491841
2	173583738
3	48728079
2	175489916
2	30218383
2	184710393
2	202103
5	72433922
2	229043490
2	162065827
2	232608239
2	10090
2	25291
2	50345456
2	199041
2	587705
2	162010
2	60770
2	84404559
2	214534970
2	39785
2	119733
2	170976486
2	243652928
2	307670
4	397608
4	412236
2	271444
2	342867
2	227407953
2	340987
2	116389
2	214174
2	180020224
2	45860
2	434825
2	91105
2	487777
2	91023
2	19565
2	29434
3	31914024
2	12372
2	10115407
2	2740957
2	148571984
2	208558899
2	157421295
2	82003
2	232321559
2	95361958
2	86290611
2	11362730
2	169185244
2	40104217
2	162394248
2	16366
2	24275920
2	112255385
10	31438
2	171660
2	38593
2	79207
2	24354447
10	165517
9	18107
2	81484702
3	161452
3	13985739
2	29355
2	32240
3	166752
2	77893
2	44509895
2	198114609
2	14351
2	13762188
2	152165753
2	20785785
8	127679
6	123706
3	122688
2	71249
2	96154640
2	58415
2	67883
2	19083909
2	108554
3	168266120
2	62560
2	8006384
3	52044
10	54090
2	159208
9	49731
2	140159861
2	8783510
2	181309908
3	48872
2	31089
6	26666
2	142407923
3	209132097
2	231982958
2	206007689
2	3012782
2	74783
2	242025814
2	217641444
3	198693748
2	35936
3	35101
5	28798
2	30790
2	13573472
3	17086
2	147392349
2	203016609
2	77081
2	6717515
2	16004
2	14394535
2	40847463
2	15718
2	83151963
2	24462569
2	196159537
2	245065828
2	117916
2	4867152
2	212322159
2	8601773
2	202898413
2	226184169
2	98231
2	745274
2	741246
2	543501
3	52171572
2	92551
2	2961138
2	55138
2	177483745
2	196479833
2	180532089
2	82845822
2	23110249
2	23472810
2	19642354
3	362845
2	181329871
2	94142632
2	122183
2	151223742
2	315671
2	125444
2	108882284
2	232149056
3	242091633
2	79354853
2	85209057
2	211054057
2	11744
2	9195960
2	232231304
2	178927809
2	105999232
2	104989616
4	1259797
2	161781
2	194957303
2	7889
2	21590937
2	48422375
2	187024
2	182735139
2	215983123
2	716735
2	19914
2	28163764
2	602689
2	199638453
2	173122883
2	8167
2	55285782
3	1131253
2	56134816
2	104673538
2	13773
2	234732343
2	42628838
2	149389979
7	235774
2	10736741
2	91075505
2	111136
2	150606132
3	206819428
2	38713307
2	199277277
2	37864686
2	230960
2	14649
2	192749348
2	239421433
2	227882557
2	81661605
2	237088353
6	55162
2	26535
2	196854
2	236288263
2	209337758
2	185020179
2	78172810
2	48878
2	8094843
2	7996
2	62534
5	86530993
3	58909
2	104177568
2	30031457
2	33505871
2	237716566
2	225797877
2	53241465
2	150009179
2	149018701
2	242242086
2	41685634
3	310995
3	102935047
3	38740044
2	210037265
3	154237663
2	152177
2	132792
3	192378
2	126267
2	229039152
2	883390
2	87035161
2	225477759
2	10766
2	89652
3	155977
3	66448
2	100013
2	20788258
2	61983
10	62891
2	64537
2	76623
2	61470830
2	73991
3	218953
2	42653
2	150538170
2	13538
2	243069
2	1383935
2	191618386
2	24601
3	222107576
2	219805497
2	161791084
2	15129514
2	85760556
4	196833375
3	81123025
2	52997929
3	102111
2	105601
2	64425
10	96613
2	194581965
5	158036
2	76642908
2	101335
3	33987
5	191379
2	160330
2	94695
2	71723
3	87547
2	241016379
2	146636557
2	20879210
2	46261282
2	150137422
2	105404015
2	59433
2	58412
3	90022
4	56207
4	49252
2	75532
2	87782
2	50706
3	215092672
2	206274864
2	148997509
2	44396
2	25813
2	42672
2	15716
9	41590
2	22613
2	199331702
3	14935
5	33776
3	10003
2	233819073
2	184731409
3	240915437
3	198001722
2	186759407
3	88875
3	7583066
3	19987637
2	34445099
3	197433189
2	211281873
2	65549
2	23467
2	181163629
2	52254
2	14089
2	197208155
2	149882807
3	41071
2	203281651
2	14167691
2	38381049
2	48380
3	11183
2	16500335
2	176766330
2	12376
2	195864555
2	238724724
2	193291407
2	19383
10	37225
2	80478767
2	60224882
3	195044238
2	10780
2	183687734
2	204029571
2	12892746
2	33646869
2	222927335
2	8396
2	150811370
2	117096
3	165640824
2	196215458
2	122427
2	26187132
3	29877436
2	28471732
2	142258
2	228926222
2	47013
2	80483
3	70973
3	118723
2	177423668
2	149307745
2	89485144
2	237654979
2	217187147
3	100895735
2	12130
2	208858887
3	227542426
2	156659307
2	149926000
2	534065
2	225083725
2	36219464
2	239512954
2	190917093
2	296497
2	228381509
2	23207950
2	8881
2	236204
2	108751810
2	81531
2	68683
4	170061
2	243458
9	63600
2	229794411
2	149908691
2	377001
5	139164766
2	235458
2	149717208
2	56592
3	55732
3	66610
2	39614033
2	16024
2	31344126
4	9914
2	97151627
2	1404892
2	71886625
2	275942
2	58255976
2	8572
6	95712
3	424100
2	71638711
2	143752755
5	169020
2	75116
2	141753
2	120801
2	29140
2	83286
2	163461208
2	8503055
2	75850238
2	32196
3	157744573
2	166396583
2	22698
2	48874
2	239033014
2	9757
2	209444063
2	205122234
2	93138934
2	201465874
2	168061116
3	45889
2	229941222
2	10204370
3	32076242
2	57863512
2	683984
2	19844268
2	92511
2	97193343
2	238256707
2	167353483
2	38749709
3	611837
2	851350
2	87293065
2	228689042
4	175442
3	27578
2	256330
2	604289
3	205737886
2	207809488
2	577003
2	10593
2	229035
4	555469
3	90621
2	74860322
2	527796
2	151897
5	222977745
3	86041243
2	10788349
3	217060369
2	160635649
2	147353993
2	506307
2	83541372
2	2681182
2	206759076
2	36019706
4	92614
2	79562975
3	60957
2	207121148
2	168844954
2	202298804
2	428662
2	12869133
2	220038375
2	42091
2	236141450
2	42196
2	66797142
2	150120352
2	33663
2	134584
2	236078326
2	27815
3	218714638
2	176916
3	236106
2	146040709
2	322951
2	261122
2	440215
2	144807485
2	85604213
2	114498
2	134586
2	60739080
2	28501332
2	109262565
2	19241234
2	248107
2	172949348
2	184817173
2	93970
2	233374880
2	86464549
2	65568
2	9804
4	1218538
2	207233572
3	175393135
2	10042910
2	37083804
2	84658871
4	207715920
2	15325
2	173561172
2	18183923
2	105820
2	86631
8	87609
2	83018
5	235166
10	84523
2	46572
2	182320892
2	210903
2	60938
10	82857
4	86130
2	83741
2	89939
2	78205
2	84050793
2	49722
2	197450680
2	7819
2	14353425
2	150106
2	9190114
2	239439137
2	131754
2	121983
2	202072906
2	160819885
2	8208668
4	7986
2	210804322
10	94317
2	153104
2	57604671
2	152867163
2	3108530
2	66323825
2	105331493
2	229971895
2	161368568
2	121531
2	14840489
2	175387080
2	212437392
2	47098383
2	208933484
2	20801
2	59252963
2	13105823
2	105740358
2	150146983
2	165000198
2	22211
2	212314697
3	152973392
2	56026731
2	146630391
2	30294645
2	154608368
2	388037
2	171289674
2	206805756
2	581238
2	381673
2	369814
5	339393
2	39398
4	376852
2	225700307
2	163665
2	200007192
2	421944
2	197326
2	210323984
2	220430232
2	410643
2	316872
4	337780
2	344357
2	629244
2	162341811
2	337182
3	118984
6	332274
10	366755
2	362218
2	27796
4	256375
8	32066
2	115313
2	200054112
2	215030
2	31712
2	27635
3	51664380
2	354425
3	309680
2	190013
2	148644895
2	297896
3	16390
2	18837862
2	333900
3	299243
2	66142180
2	70832
3	172995934
2	164087
2	174442
2	208049
10	282616
3	64943
2	67118
2	50746
2	68325
2	141872735
2	16392
4	29588
2	66039
2	63593
2	172988244
2	52334
7	43590979
2	8551
2	48158
2	173904846
2	84593
2	119858
3	213509070
2	36595
2	155171218
2	34970
2	183870629
2	183950203
4	70780
3	197784099
2	17556
4	37966270
2	211258082
2	191153228
2	177249109
2	85479
2	114877
2	231459355
2	211695851
5	35991
2	10561
4	11396
2	54395
2	145616956
2	198453
2	23356
2	12274
3	148729272
2	18909296
2	27112449
2	144455504
3	112350
2	50700109
2	7732778
2	53313100
2	147677122
2	75583
2	193293220
2	143204689
3	239525927
4	174684703
2	139200088
2	40245
3	55047
2	194285950
2	211435060
2	18876149
2	16703
2	178839364
5	33783
2	68799836
2	11515
2	191959465
2	29874
2	239340276
2	8931
2	46651
2	502018
2	415863
2	227938661
2	354489
5	351619
2	48159
2	299772
2	22094
2	105812197
2	222958324
2	14523456
2	317817
2	71805
2	314959
2	68223273
2	45886
2	16079
4	76745
3	22978015
2	146215531
2	19051938
2	21058641
2	346726
2	83085
2	166647357
2	94777613
3	12144797
2	190633
2	203610865
2	39649
3	162169103
2	41156
2	161635523
2	120476
2	175310
2	158359554
2	217424443
2	111465
3	37165
5	287788
3	157740
10	165243
2	110188
2	56262935
2	10210
2	215284944
2	187102521
2	162834
2	216821662
2	151995655
2	108177
2	159363
2	31227093
2	100050
2	49135911
2	156381466
2	165407883
3	169372626
2	87805
2	125535
2	18691347
3	104485
2	11021736
2	32226
2	37113534
2	58695883
5	8850
3	148836251
2	56053
2	55507
2	189103223
2	31721
2	224614507
2	177798159
3	16138
2	37900778
2	189221333
2	13361
2	17248
2	160831514
2	117583
7	129919
2	137170244
3	68266
2	79087118
2	62482693
3	179841
2	122226
3	1547137
2	121242
2	30282934
3	110065
2	36049194
2	74934818
2	31260799
2	20171
2	51355
2	9129
2	148859445
2	195583417
2	98995461
2	24589
2	17882
2	68316585
2	156095
2	156286
5	54667
2	29959
2	11661
2	10426
2	8839
3	48624
2	108168148
2	87111101
4	17682
2	32053
2	14190
2	8791412
2	14274
2	98725734
2	18147904
2	235871671
2	75081
3	176932073
2	35094140
2	203564080
2	136805878
2	236237327
3	184931
9	70118
3	314520
2	54616676
2	278560
10	87045
2	66605
2	238988741
2	183517
3	188984305
4	65706
2	62929
2	233698944
2	53166
2	188000
2	180618633
5	25380
3	26491
2	42126
2	99162593
2	147352420
2	187308512
2	234316672
2	141874819
2	84463729
2	143649083
2	93369
5	91544
3	194486858
2	112626
2	85455
2	27127400
2	20217
3	22828
2	202111455
2	162751055
2	153504494
2	211368299
2	88555
10	86139
2	192533755
2	83941
4	122662
2	146225638
3	136782
3	108606
3	380478
2	419674
2	155908
2	69566
2	79390
2	229703844
2	70057
2	124048
2	70714546
2	56328
4	21669
10	54080
2	143784011
2	29693197
2	39017
2	203852164
3	31738
2	70399
4	15230
2	41553993
2	217470539
2	90919
2	166595112
2	30872864
2	272254
2	198963202
2	353784
2	216256020
2	42236599
2	33037
2	222297962
2	161249803
2	67917595
2	251918
2	210594413
6	188662
4	21547
3	227882
2	204105289
2	305765
10	223506
2	19401187
2	98191748
2	144719082
2	226159
3	186272
2	221175
2	156856133
2	129618
10	166766
10	202038
2	33896521
3	160100033
2	88762135
2	222466339
4	158771
2	151547894
2	165001
2	188042193
3	181662867
2	200902
2	163751
2	169799
2	146128026
3	8310
2	33186
2	200270571
2	43405555
2	214312029
2	94187
2	57114
2	143667730
2	77337536
2	24751
2	11421
2	27308
2	35406038
2	25970027
2	175561547
2	264269
3	19080388
2	19127
3	62225
2	48141
2	37079
2	8503
2	155755763
2	185855602
2	197221924
2	82698
2	211241527
2	37096
4	81295
3	32590691
2	79311891
10	78223
2	81005
2	221578435
2	100693
2	43908
2	192877624
2	16301610
2	23710
2	27325
2	144598610
2	201751057
2	52017822
4	58800138
3	85468453
2	87266210
2	104458
2	99948437
2	26993
2	2064738
3	38333
2	13977
2	233342632
2	10644846
2	226360189
3	224880556
2	252585
2	109509
2	216085855
2	74387
2	210880732
2	75602
8	240502
5	92071
10	98051
2	71760
10	61627
2	74538
2	526160
2	198240
2	73287
2	17570934
2	43693
2	96680
2	25020
2	161920
2	142326843
2	95912
2	241774
2	78838502
2	216361294
2	17913051
2	66208
2	74075
2	79227
2	8809
2	143571452
2	32375
2	271271
2	728968
2	162010
2	32267
2	34181
5	165135
6	22750
2	189486610
2	79032
2	32986622
3	25319
2	177048988
2	145859
2	16382697
5	228234200
2	135119
2	43233643
2	113643
2	83892527
2	89613
2	168718200
2	25552
2	51016
2	566751
4	80753
7	82985
2	60474
2	223255771
2	43287
2	171638920
2	76978640
2	74999
2	38018
2	189201022
2	41674
2	40467
2	174076402
2	39697
4	121114
2	19562
2	8484
2	235295261
4	74135
2	158475135
2	9294
5	39711
10	67291
3	277797
4	157305
2	68383
2	33363105
2	217771790
2	164156706
2	32739
2	198180
4	163099678
2	106753398
2	162784971
2	106922
2	205207993
2	268647
2	395732
5	90362
2	109532871
9	82342
2	46969
6	83705
4	202096
2	58338
2	173012153
2	32364140
2	64992937
3	15668533
2	15859
3	25673114
4	164027594
2	54698698
2	199762725
2	87098014
2	12202322
2	52430
2	1194662
2	181966332
2	101137
2	229895398
2	73440
3	27951
2	15684333
2	43008
2	29002579
2	30891015
2	291641
2	217902
2	84111
2	176321704
2	127779
2	171213292
2	7720
3	168045
2	121354
2	196815382
2	48541052
2	75326218
3	52358
2	151075481
2	180279862
2	230491725
2	86186
2	223699003
2	19063
2	141838483
2	173305328
2	534947
2	152188390
2	232401351
3	52099
3	117864
10	49987
3	48431
3	52134
2	195768655
3	35981
2	19679
3	49779934
2	184190379
2	37710
2	232320638
2	9459
5	47396
2	172474947
5	10766
2	40071
2	16434
3	27760
3	27886224
2	9428
3	100800202
2	196179148
3	66646
2	204200206
2	79648932
2	16977124
2	65388
2	7224076
10	64127
3	49532
2	62800
2	161111234
2	189508260
2	46409
3	54490
3	207323019
3	18252379
2	429087
2	1226132
2	34322624
3	19878
3	233255968
3	210992231
2	168011158
2	350610
2	171102
3	372447
2	10942
5	12318
2	207964793
2	145582019
2	181930981
3	226957004
2	363111
2	432671
2	122400
3	359790
2	184429
2	71144373
3	434272
2	453405
2	143765042
2	231316
2	191388607
2	18963
3	427477
3	446598
3	352745
2	429656
2	217431814
2	177690
2	425207
2	79631
3	17051120
2	338704
3	336969
2	9328
2	207624373
2	46516
2	37911
2	61354
2	102043800
2	283127
2	143048878
2	83285470
2	190372
2	1047658
2	11347
2	239503
2	15893
2	102456144
2	102749
2	38577
2	248723
2	234672952
2	52329414
2	99955
2	89498
2	77590
2	31360665
2	144530551
2	44995
2	4390080
2	216543100
2	107048493
2	141067010
2	30336
2	186245811
2	182115167
2	157032612
2	46443902
2	19502
2	142571280
2	18309862
2	22916
2	25066064
3	50428
4	45183
2	69739415
2	140880675
2	256131
2	193126892
3	9848
2	212924
2	77051872
3	30178
2	612262
2	110092
2	104075144
4	607950
2	164131719
2	11671771
2	522313
2	169791723
3	609553
2	15277165
2	22423
2	584413
2	220462446
2	29364915
2	567211
2	227847384
2	40690977
3	29641769
2	58755
2	122522
2	191802926
2	200994741
2	9395726
2	6336591
2	145273832
2	167589260
3	153727727
2	461126
2	158870731
2	177639180
2	423160
2	173580003
2	78276198
4	400701
2	31148
2	408475
2	398867
2	193565146
2	397297
2	390923
2	369185
2	98135
2	382717
2	169176673
2	356917
3	138665938
2	357368
2	356333
4	358898
3	35995314
2	94915580
2	324612
2	325584
5	322030
2	97791243
3	186124
3	306472
4	308077
2	306488
4	305241
2	56163051
2	303023
2	221546208
2	238280
2	276755
2	12906
2	10645
2	66323
2	163436
2	214445597
2	221436011
2	218664961
2	20325
2	167251211
2	201426
2	10750
2	55161729
3	232141738
2	148395067
2	179025838
2	8392
2	214008333
2	222674401
3	4512183
2	217014097
2	72996
2	180839963
5	60670
4	66514
2	86064433
10	69167
2	85663
2	67920
2	66722
2	66004
6	46923
6	55607
2	224945282
2	59124
2	55263642
2	206619943
4	33996
2	42677
3	38662
2	35369
2	172373329
2	30467
2	8992318
2	40602671
2	10962034
2	36151274
2	45638613
4	220917857
2	82306597
2	91413736
4	84957345
2	189636290
2	7963
4	181760
2	48282847
2	34257330
2	200651755
2	292328
2	28462
2	10364
2	189585805
7	128647
4	192668
10	54504
2	74179756
2	10791
2	11528
2	168624986
2	31998
2	24724
2	179956664
2	179350436
2	220741713
2	125717
2	141647375
2	244893
2	208210241
2	302914
3	142301449
2	219853801
2	191597917
10	58613
2	11270120
2	187735971
3	143133730
4	55459
2	25196893
2	92554
2	8917
2	142980182
3	91119355
2	174932384
2	175269793
3	146122783
2	18326721
2	233861958
2	64103456
2	159593110
2	26984
2	38211087
2	40510
2	49270110
4	102117
2	155599364
10	90882
2	192633999
2	182421
2	88663
2	91622
4	86517
3	9642002
10	83958
5	74575
4	105130
2	210509676
2	144581945
3	61313
2	43507560
2	81963
2	94660
3	76294
2	80014
2	83380
2	56087830
2	8822655
2	24393016
2	78670532
2	12765
2	188663141
3	229915002
2	41413992
4	223634652
2	166135078
2	200884602
2	46455
2	8158
2	183949430
2	428492
2	155487878
2	229064558
2	173493290
2	19304653
3	222856644
2	207322830
2	193815175
2	83309476
2	387029
3	53885288
2	11528926
2	191624111
10	383079
2	344831
2	142077306
2	201130
2	11710203
2	9494
2	348266
6	305514
6	344642
2	349998
2	449462
2	306926
2	116219
2	464313
2	187825165
2	343542
3	304018
2	341599
3	300713
2	168788242
2	31074869
2	192593995
2	186947318
2	281830
2	10940
2	183937
2	93974
2	252510
2	35450
2	154680148
2	9382
2	133488238
2	233449767
2	16937
2	16261
3	251997
4	25799
2	223600726
2	141299
2	52487520
2	52897170
2	155280284
2	211743
2	116509
2	71713
2	90768
2	63415
2	199623356
2	9896
2	84460023
2	224021160
2	8702
4	205548541
2	133911
3	26252
2	212951345
2	174657323
2	140342944
2	33369192
7	19811146
2	135101627
2	18114898
2	191578281
2	69696
2	64245
2	59571
3	32878
2	25783
3	20905
6	17969
2	13281
2	197680805
2	142939311
2	100190984
2	210866530
2	38547
2	194348843
3	11677
2	167062905
5	3507581
2	10525531
2	51609976
3	57155
2	1875295
2	138218917
2	59560658
2	35903
2	10718
3	26873
2	17326735
3	13389
2	194096220
2	147443503
2	98906042
2	229074228
3	193807263
2	80951949
2	209980167
2	218867167
2	192727062
2	102014988
2	672544
2	15632591
2	193154826
2	119903
2	50714621
2	145127092
2	229258889
2	82323
2	15482
2	164091333
2	208864
2	416681
2	119921
2	15025284
2	58260
2	333580
2	297362
3	490351
2	63254
5	60262
10	294707
3	191919056
2	164635
2	167521813
3	255779
2	60145
4	106956
2	204468763
3	183674272
2	10059
2	212619531
2	217719808
2	61022
4	13404
2	42312646
2	15595644
2	190806806
4	187754296
2	224755337
2	199083193
2	157466354
2	24357
2	11001133
2	131475
2	7432509
2	57852
2	25882661
3	186007749
2	26788
2	13178
2	32479
3	30195
2	169632690
2	441219
2	32284346
2	186935003
2	886674
2	95463496
2	187384329
2	144474690
2	28921
2	225859147
2	16663356
3	888679
2	186586573
2	51932430
2	219587301
2	19262
2	74059373
2	95151
2	458961
2	70062078
2	2072534
2	166634823
2	9793
2	182141955
2	143694704
2	10118492
2	556292
2	227196388
2	54059
2	158852848
2	67974
2	17219855
2	206135485
2	147823830
3	50861340
2	1795873
2	717994
2	471196
2	146292
3	288549
2	218758083
3	431099
2	158804
2	141033
3	58167
3	218419
2	214804691
2	65303754
2	29739
2	65422
2	22837
2	624417
3	248664
2	24561
2	178340309
2	194949020
2	10652785
2	69112098
2	846032
2	201288
2	147627555
2	56201642
2	28393
2	401895
2	196357730
2	8939
2	52947218
3	6244371
2	116664
2	8574
2	145580343
2	121754
2	72870191
2	64931
2	43379
2	160537715
2	36875
2	37477644
2	16681847
2	208756290
2	36963
2	184073962
3	47010593
3	232402286
3	53848
2	49999108
2	60027144
2	38008
2	155049
2	194081
2	159709
2	19322
2	43246
2	190094856
10	143811
2	144953
6	176181
2	10869565
2	190126073
9	120199
2	129083
3	48017
2	25332
3	118606
2	14564
3	46177
2	206323944
2	148871454
2	33462
2	96401
2	7753677
3	453397
2	98481135
2	36711945
2	608003
2	21471
2	171254931
2	95970797
2	71907
2	196508
2	212744489
3	5267547
2	43757
2	74994
3	29591
2	13685
2	30453426
2	145065944
2	158708
3	31922
2	7883761
2	23433
3	21539
2	19403
2	20283
2	30235018
2	197049020
3	132192
2	196980
2	18212927
2	26113209
3	65587323
2	18836
2	101762917
2	87908247
2	42296
4	108649
2	104425
5	28329
2	202213
2	48269
4	177862
3	33048
10	107300
6	40965
4	86420
2	52796989
2	36995649
2	83526
2	31232769
3	28951
2	406238
2	95157
2	68669
2	31067428
3	47502
2	16397787
2	184893448
2	62315382
3	27871
2	212341099
2	1728246
2	181918140
2	144674879
2	16662
2	10359
2	189927690
2	74383
2	83153920
2	64066036
2	176991473
2	70001
2	63167
2	88333
3	195652159
2	230949372
2	174834298
2	155778
2	21078
2	26092
2	22426
2	69052874
2	145028
2	17440411
2	142903885
2	59944
2	218494739
4	54525
2	12831509
3	55712652
3	48031
3	42805
2	161456
3	52536
2	87677476
2	103580550
5	11168
2	133107
2	23555
2	137673649
2	20352
2	53183
2	15196
2	17114644
2	166703475
2	155120
2	216090797
2	228142709
2	48225373
2	177977136
2	152484525
2	133820
2	109166
2	15320
4	237735
2	69735
3	34768
2	31637
2	145664910
2	239186
2	23506772
2	42725
2	22413
2	29832
2	35221
2	62021085
2	208594857
2	42989
2	186849626
2	8964101
2	48236
2	134447642
3	195774867
2	480135
2	28622516
2	153573751
2	45704890
2	181156
2	229129920
2	79564281
2	160155722
2	77516107
2	61359
2	68923774
2	145002656
2	70677
2	60797
2	36414
2	211459053
2	34759961
2	725330
2	81057
2	203662964
2	189728134
2	67850
4	23857
9	46441
2	58080
2	10354811
2	140053
2	204000085
2	63965
2	63273
2	20520
2	42576
2	224178
2	96358032
2	199160110
6	137961881
2	55812864
2	189459574
3	290507
3	114198
2	177347821
3	166763
2	111591
2	108342
3	284842
3	157351
2	60653
2	155951
7	165270
2	97342
10	108472
2	62035192
2	151035787
2	163943
2	415330
10	105147
2	163111657
2	85927
2	61843
3	280589
2	57167
3	37992
2	31044
2	139984575
2	152575998
2	161713
2	21593382
2	112299
5	33376
2	70062
2	69851
2	101250
3	101446103
2	16984
2	254524
2	8205
2	66863
2	53777
4	48749
2	44158
3	38530889
2	45885
3	44292
2	96493293
2	41528
4	39197
2	137123173
2	193001154
3	36432
9	31967
2	29374
2	16827595
2	19098
2	4587033
2	220426647
4	56560
2	161758270
2	43205214
2	168308
2	194172931
2	193233803
2	54704
2	47392
2	44416159
4	31885
3	158639
4	39277
3	27116
2	733392
2	184339262
2	14473093
3	224531996
3	8440892
2	164421301
2	101574
2	149606136
8	91055
2	76433
2	64373696
4	73436
2	70532251
2	22442
2	11129
2	195682920
2	32533
2	190732838
2	9010
2	7618
2	213905556
2	255110
5	17438961
2	584812
2	216465500
2	195969644
2	558999
2	140716652
2	141960295
2	182781778
3	173342106
2	9598
3	8208
3	162756216
2	72215898
2	58079
2	215605825
2	77445654
2	161577960
2	155409974
2	163157576
2	162383232
2	184701346
2	10460
2	337940
3	9631
3	336072
2	8041
10	333353
2	45007041
2	42450741
2	426446
2	99531044
7	330242
2	214979036
2	226722661
2	328712
3	202679843
2	15343
2	64009472
2	193338088
2	133418014
2	218143005
2	27825947
3	77156
2	92266475
2	70648325
3	195762958
2	51615717
2	210118495
2	140446534
2	78933046
2	220843371
2	140115875
2	10448990
2	160627795
2	215095668
2	134266885
2	78145852
2	184485238
2	140411
2	50933
3	135859
2	168266610
2	19698355
2	164331523
2	9121025
2	153212364
2	16883
2	53200
2	168219656
6	94487
2	76668171
2	133098233
3	9102
2	35035
4	58755
2	163902878
5	85550
3	43071
2	126518
2	5378912
2	53307
2	207912985
3	82896
2	191512308
2	80002
2	399063
2	197610994
2	51072
2	80312134
2	191538343
2	75627925
2	149945682
2	226448704
2	8790131
2	14588156
2	148454834
2	25784830
3	16140
2	326641
2	143385974
2	161138039
2	174732532
3	53166567
2	18419
5	65986
3	341171
2	276326
2	15946
2	57969412
4	214579
9	346400
2	426869
2	310867
3	60270
2	156504834
4	34551644
2	286696
2	89605182
10	111301
8	210341
5	280463
4	148440
5	108324
2	106622
2	43411
2	294000
2	167860122
2	368350
3	68739
2	67382
2	39430
5	108641
2	104640
2	148024
2	34876
2	181197206
2	70468
2	1415661
2	68723
2	184207528
2	134995746
2	9375
2	38469
2	43943
2	141099
2	81427204
2	131123600
3	66179
2	43473788
2	100625
3	36969
2	138619153
4	13169
3	50240
3	133369
2	218139910
2	168895
2	4469602
9	98421
2	39100
2	96725
2	92724
2	12938
2	215173281
2	11990
2	124662
2	8878
2	201387318
5	134343873
2	63196
4	61830
2	207889362
6	59360
2	93284
2	57428
2	140075373
4	46540
2	11062827
2	5361732
2	53393530
2	268462
2	10832
2	212225514
2	41334439
2	34256
2	11246463
2	8646
2	17120
2	138982208
2	81090379
2	228124743
2	170706156
2	35914
2	331481
2	227125930
2	162476218
2	13399
2	185398653
2	212111194
2	150817595
2	98749848
5	65532
2	22275
2	13114
2	19762
2	186865
2	165796576
2	214305088
2	178317688
2	208685909
2	40474
2	48214
2	45701
3	92106717
2	200449976
2	50942473
3	187912383
2	23362
2	790861
2	47458435
3	99359933
3	7977
2	187088985
2	76077024
2	187051013
2	9487725
2	181475588
4	84332700
2	45749743
10	112034
3	332260
2	190638032
2	203183
2	133789
3	135022
2	61345496
2	152982
2	201835
2	159358
2	93810462
2	86036
2	180555
2	64209
2	111833
10	104603
2	79158
2	88907
2	138851
2	24533347
4	70194
2	69021
2	24122828
2	223695
2	75119926
4	68615
2	83988
2	163914254
2	80071463
2	26205
2	6376674
2	18412
2	69162678
2	158110152
2	15025850
3	25142
2	31840
2	31518
4	230508539
2	28963
2	18540
2	30410443
2	14546514
